book,bookLabel,authorLabel,genres,firstPublication,sco_uri
http://www.wikidata.org/entity/Q3823831,The Lost Girl,D. H. Lawrence,novel,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-lost-girl/
http://www.wikidata.org/entity/Q7753644,The New Jerusalem,G. K. Chesterton,,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chesterton-new-jerusalem/
http://www.wikidata.org/entity/Q7755682,The Outline of History,H. G. Wells,,1919-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-outline-history/
http://www.wikidata.org/entity/Q19096958,The Practice and Theory of Bolshevism,Bertrand Russell,,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/russell-practice-theory-bolshevism/
http://www.wikidata.org/entity/Q251604,The Story of Doctor Dolittle,Hugh Lofting,speculative fiction novel;children's literature,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lofting-story-doctor-doolittle/
http://www.wikidata.org/entity/Q2581681,This Side of Paradise,F. Scott Fitzgerald,novel,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/fitzgerald-side-paradise/
http://www.wikidata.org/entity/Q2443714,Women in Love,D. H. Lawrence,LGBT literature;novel;Modernist literature,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-women-love/
http://www.wikidata.org/entity/Q8059288,Youth and the Bright Medusa,Willa Cather,speculative fiction,,https://shakespeareandco.princeton.edu/books/cather-youth-bright-medusa/
http://www.wikidata.org/entity/Q4725707,Alice Adams,Booth Tarkington,novel,1921-06-01 00:00:00,https://shakespeareandco.princeton.edu/books/tarkington-alice-adams/
http://www.wikidata.org/entity/Q5187582,Crome Yellow,Aldous Huxley,novel,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/huxley-crome-yellow/
http://www.wikidata.org/entity/Q42185470,Joanna Godden,Sheila Kaye-Smith,,,https://shakespeareandco.princeton.edu/books/kaye-smith-joanna-godden/
http://www.wikidata.org/entity/Q6898670,Monday or Tuesday,Virginia Woolf,,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/woolf-monday-tuesday/
http://www.wikidata.org/entity/Q4398296,Russia in the Shadows,H. G. Wells,,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-russia-shadows/
http://www.wikidata.org/entity/Q533575,Scaramouche,Rafael Sabatini,cloak and dagger novel,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/sabatini-scaramouche/
http://www.wikidata.org/entity/Q3473567,Sea and Sardinia,D. H. Lawrence,diary,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-sea-sardinia/
http://www.wikidata.org/entity/Q2488744,The Emperor Jones,Eugene O'Neill,tragedy,,https://shakespeareandco.princeton.edu/books/oneill-emperor-jones/
http://www.wikidata.org/entity/Q3987409,The Green Goddess,William Archer,drama,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/archer-green-goddess/
http://www.wikidata.org/entity/Q19098655,The Schoolmistress and Other Stories,Anton Chekhov,,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chekhov-schoolmistress-stories/
http://www.wikidata.org/entity/Q7797826,Three Soldiers,John Dos Passos,war novel,1921-09-01 00:00:00,https://shakespeareandco.princeton.edu/books/dos-passos-three-soldiers/
http://www.wikidata.org/entity/Q779726,Vera,Elizabeth von Arnim,comic novel,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/arnim-vera/
http://www.wikidata.org/entity/Q28955176,A Revision of the Treaty,John Maynard Keynes,,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/keynes-revision-treaty/
http://www.wikidata.org/entity/Q4661765,Aaron's Rod,D. H. Lawrence,novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-aarons-rod/
http://www.wikidata.org/entity/Q105872353,Against the Grain,Joris-Karl Huysmans,,,https://shakespeareandco.princeton.edu/books/huysmans-grain/
http://www.wikidata.org/entity/Q1107000,Babbitt,Sinclair Lewis,novel;satire,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lewis-babbitt/
http://www.wikidata.org/entity/Q56640001,"Beasts, Men and Gods",Ferdynand Antoni Ossendowski,,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ossendowski-beasts-men-gods/
http://www.wikidata.org/entity/Q466271,Beyond the Pleasure Principle,Sigmund Freud,monograph,1920-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/freud-beyond-pleasure-principle/
http://www.wikidata.org/entity/Q946444,Casanova's Homecoming,Arthur Schnitzler,short story,1918-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/schnitzler-casanovas-homecoming/
http://www.wikidata.org/entity/Q3002079,Crainquebille,Anatole France,,1901-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/france-crainquebille/
http://www.wikidata.org/entity/Q5945557,Huntingtower,John Buchan,novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/buchan-huntingtower/
http://www.wikidata.org/entity/Q1677745,Jacob's Room,Virginia Woolf,novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/woolf-jacobs-room/
http://www.wikidata.org/entity/Q6347444,Kai Lung's Golden Hours,Ernest Bramah,speculative fiction novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bramah-kai-lungs-golden/
http://www.wikidata.org/entity/Q6470665,Lady into Fox,David Garnett,speculative fiction novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/garnett-lady-fox/
http://www.wikidata.org/entity/Q97704684,Love and Other Stories,Anton Chekhov,,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chekhov-love-stories/
http://www.wikidata.org/entity/Q6914359,Mortal Coils,Aldous Huxley,,1921-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/huxley-mortal-coils/
http://www.wikidata.org/entity/Q7093535,One of Ours,Willa Cather,historical novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cather-one/
http://www.wikidata.org/entity/Q7366589,Rootabaga Stories,Carl Sandburg,,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/sandburg-rootabaga-stories/
http://www.wikidata.org/entity/Q18187988,The Enchanted April,Elizabeth von Arnim,novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/arnim-enchanted-april/
http://www.wikidata.org/entity/Q47014961,The Enormous Room,E. E. Cummings,,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cummings-enormous-room/
http://www.wikidata.org/entity/Q735319,The Forsyte Saga,John Galsworthy,novel,1906-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/galsworthy-forsyte-saga/
http://www.wikidata.org/entity/Q30717034,The Glimpses of the Moon,Edith Wharton,novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wharton-glimpses-moon/
http://www.wikidata.org/entity/Q7759881,The Red House Mystery,A. A. Milne,novel;mystery fiction,1922-04-06 00:00:00,https://shakespeareandco.princeton.edu/books/milne-red-house-mystery/
http://www.wikidata.org/entity/Q84355987,The Secret Places of the Heart,H. G. Wells,novel,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-secret-places-heart/
http://www.wikidata.org/entity/Q6511,Ulysses,James Joyce,experimental literature;autobiographical novel;literary fiction;metafiction;Modernist literature;serialized fiction,1922-02-02 00:00:00,https://shakespeareandco.princeton.edu/books/joyce-ulysses/
http://www.wikidata.org/entity/Q3815190,A Lost Lady,Willa Cather,romance novel,1923-09-01 00:00:00,https://shakespeareandco.princeton.edu/books/cather-lost-lady/
http://www.wikidata.org/entity/Q4774579,Antic Hay,Aldous Huxley,novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/huxley-antic-hay/
http://www.wikidata.org/entity/Q3655399,Cane,Jean Toomer,novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/toomer-cane/
http://www.wikidata.org/entity/Q5659368,Harmonium,Wallace Stevens,,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/stevens-harmonium/
http://www.wikidata.org/entity/Q6362515,Kangaroo,D. H. Lawrence,novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-kangaroo/
http://www.wikidata.org/entity/Q6753351,Many Marriages,Sherwood Anderson,erotic novel,1923-02-20 00:00:00,https://shakespeareandco.princeton.edu/books/anderson-many-marriages/
http://www.wikidata.org/entity/Q669479,Mastro-don Gesualdo,Giovanni Verga,novel,1889-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/verga-mastro-don-gesualdo/
http://www.wikidata.org/entity/Q2500351,Men Like Gods,H. G. Wells,speculative fiction novel;science fiction novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-men-like-gods/
http://www.wikidata.org/entity/Q19894944,Open All Night,Paul Morand,,1922-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/morand-open-night/
http://www.wikidata.org/entity/Q7323142,Riceyman Steps,Arnold Bennett,novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/bennett-riceyman-steps/
http://www.wikidata.org/entity/Q7580755,Spring and All,William Carlos Williams,Imagism,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/williams-spring/
http://www.wikidata.org/entity/Q7628058,Studies in Classic American Literature,D. H. Lawrence,literary criticism,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-studies-classic-american/
http://www.wikidata.org/entity/Q7712123,The Able McLaughlins,Margaret Wilson,historical novel;Western novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wilson-able-mclaughlins/
http://www.wikidata.org/entity/Q60321311,The Great American Novel,William Carlos Williams,,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/williams-great-american-novel/
http://www.wikidata.org/entity/Q257921,The Hairy Ape,Eugene O'Neill,,,https://shakespeareandco.princeton.edu/books/oneill-hairy-ape/
http://www.wikidata.org/entity/Q7745207,The Ladybird,D. H. Lawrence,,,https://shakespeareandco.princeton.edu/books/lawrence-ladybird/
http://www.wikidata.org/entity/Q7761631,The Rover,Joseph Conrad,historical novel,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/conrad-rover/
http://www.wikidata.org/entity/Q7797851,Three Stories and Ten Poems,Ernest Hemingway,,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hemingway-three-stories-ten/
http://www.wikidata.org/entity/Q7799547,Thy Neighbour's Wife,Liam O'Flaherty,novel,,https://shakespeareandco.princeton.edu/books/oflaherty-thy-neighbours-wife/
http://www.wikidata.org/entity/Q81542894,A Passage to India,E. M. Forster,,t1876448645,https://shakespeareandco.princeton.edu/books/forster-passage-india/
http://www.wikidata.org/entity/Q622303,A Passage to India,E. M. Forster,novel,1924-06-04 00:00:00,https://shakespeareandco.princeton.edu/books/forster-passage-india/
http://www.wikidata.org/entity/Q16157134,A Year of Prophesying,H. G. Wells,column,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-year-prophesying/
http://www.wikidata.org/entity/Q326909,Buddenbrooks,Thomas Mann,period novel;Bildungsroman;social novel;family saga novel,1901-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mann-buddenbrooks/
http://www.wikidata.org/entity/Q5287315,Doctor Dolittle's Circus,Hugh Lofting,speculative fiction novel;children's literature,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lofting-doctor-dolittles-circus/
http://www.wikidata.org/entity/Q65528561,Mårbacka,Selma Lagerlöf,,,https://shakespeareandco.princeton.edu/books/lagerlof-marbacka/
http://www.wikidata.org/entity/Q63366133,Medieval People,Eileen Power,,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/power-medieval-people/
http://www.wikidata.org/entity/Q55076592,Mr. Bennett and Mrs. Brown,Virginia Woolf,,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/woolf-mr-bennett-mrs/
http://www.wikidata.org/entity/Q7423651,Sard Harker,John Masefield,adventure novel,,https://shakespeareandco.princeton.edu/books/masefield-sard-harker/
http://www.wikidata.org/entity/Q7549047,So Big,Edna Ferber,novel,,https://shakespeareandco.princeton.edu/books/ferber-big/
http://www.wikidata.org/entity/Q7719685,The Boy in the Bush,D. H. Lawrence,novel,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-boy-bush/
http://www.wikidata.org/entity/Q75832804,The Complete Poems of Emily Dickinson,Emily Dickinson,,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dickinson-complete-poems-emily/
http://www.wikidata.org/entity/Q7727424,The Constant Nymph,Margaret Kennedy,novel,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/kennedy-constant-nymph/
http://www.wikidata.org/entity/Q7727767,The Counterplot,Hope Mirrlees,novel,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mirrlees-counterplot/
http://www.wikidata.org/entity/Q104902853,The Fire in the Flint,Walter Francis White,,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/white-fire-flint/
http://www.wikidata.org/entity/Q7766818,The Story of a Great Schoolmaster,H. G. Wells,biography,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-story-great-schoolmaster/
http://www.wikidata.org/entity/Q17029423,The Third Round,H. C. McNeile,novel,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mcneile-third-round/
http://www.wikidata.org/entity/Q3541963,Tulips and Chimneys,E. E. Cummings,,1923-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cummings-tulips-chimneys/
http://www.wikidata.org/entity/Q604418,An American Tragedy,Theodore Dreiser,Naturalism;crime novel,1925-12-17 00:00:00,https://shakespeareandco.princeton.edu/books/dreiser-american-tragedy/
http://www.wikidata.org/entity/Q743777,Arrowsmith,Sinclair Lewis,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lewis-arrowsmith/
http://www.wikidata.org/entity/Q2130592,Ashe of Rings,Mary Butts,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/butts-ashe-rings/
http://www.wikidata.org/entity/Q12081234,Christina Alberta's Father,H. G. Wells,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-christina-albertas-father/
http://www.wikidata.org/entity/Q828296,Death in Venice,Thomas Mann,novella,1912-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mann-death-venice/
http://www.wikidata.org/entity/Q581180,Lady Susan,Jane Austen,epistolary novel,1871-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/austen-lady-susan/
http://www.wikidata.org/entity/Q23307575,Lewis and Irene,Paul Morand,,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/morand-lewis-irene/
http://www.wikidata.org/entity/Q107183365,Manhattan Transfer,John Dos Passos,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dos-passos-manhattan-transfer/
http://www.wikidata.org/entity/Q7044569,No More Parades,Ford Madox Ford,war novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ford-parades/
http://www.wikidata.org/entity/Q7230083,Porgy,DuBose Heyward,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/heyward-porgy/
http://www.wikidata.org/entity/Q7408396,Sam the Sudden,P. G. Wodehouse,comic novel,1925-10-15 00:00:00,https://shakespeareandco.princeton.edu/books/wodehouse-sam-sudden/
http://www.wikidata.org/entity/Q98414025,The ABC of Relativity,Bertrand Russell,,,https://shakespeareandco.princeton.edu/books/russell-abc-relativity/
http://www.wikidata.org/entity/Q64230947,The Common Reader,Virginia Woolf,,,https://shakespeareandco.princeton.edu/books/woolf-common-reader/
http://www.wikidata.org/entity/Q3820059,The Everlasting Man,G. K. Chesterton,essay,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chesterton-everlasting-man/
http://www.wikidata.org/entity/Q214371,The Great Gatsby,F. Scott Fitzgerald,narrative;Great American Novel;tragedy,1925-04-10 00:00:00,https://shakespeareandco.princeton.edu/books/fitzgerald-great-gatsby/
http://www.wikidata.org/entity/Q2356919,The Informer,Liam O'Flaherty,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/oflaherty-informer/
http://www.wikidata.org/entity/Q7758486,The Professor's House,Willa Cather,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cather-professors-house/
http://www.wikidata.org/entity/Q7762040,The Sailor's Return,David Garnett,historical novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/garnett-sailors-return/
http://www.wikidata.org/entity/Q36097,The Trial,Franz Kafka,novel;absurdist literature;dystopian novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/kafka-trial/
http://www.wikidata.org/entity/Q7796809,Those Barren Leaves,Aldous Huxley,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/huxley-barren-leaves/
http://www.wikidata.org/entity/Q7799063,Thunder on the Left,Christopher Morley,novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/morley-thunder-left/
http://www.wikidata.org/entity/Q8000640,Wild Geese,Martha Ostenso,Naturalism;historical novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ostenso-wild-geese/
http://www.wikidata.org/entity/Q42185067,Adam's Breed,Radclyffe Hall,novel,,https://shakespeareandco.princeton.edu/books/hall-adams-breed/
http://www.wikidata.org/entity/Q4730179,All the Sad Young Men,F. Scott Fitzgerald,,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/fitzgerald-sad-young-men/
http://www.wikidata.org/entity/Q101079831,Anglo-Saxon Poetry,,,1982-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gordon-anglo-saxon-poetry/
http://www.wikidata.org/entity/Q859978,Dark Laughter,Sherwood Anderson,erotic novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/anderson-dark-laughter/
http://www.wikidata.org/entity/Q318848,Evenings on a Farm Near Dikanka,Nikolai Gogol,,1830-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gogol-evenings-farm-near/
http://www.wikidata.org/entity/Q85201987,Fairy Gold,Compton Mackenzie,,,https://shakespeareandco.princeton.edu/books/mackenzie-fairy-gold/
http://www.wikidata.org/entity/Q18224787,Introduction to Sally,Elizabeth von Arnim,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/arnim-introduction-sally/
http://www.wikidata.org/entity/Q6668990,Lolly Willowes,Sylvia Townsend Warner,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/warner-lolly-willowes/
http://www.wikidata.org/entity/Q6752204,Mantrap,Sinclair Lewis,novel,1926-06-03 00:00:00,https://shakespeareandco.princeton.edu/books/lewis-mantrap/
http://www.wikidata.org/entity/Q16209810,My Mortal Enemy,Willa Cather,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cather-mortal-enemy/
http://www.wikidata.org/entity/Q7033140,Nigger Heaven,Carl Van Vechten,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/van-vechten-nigger-heaven/
http://www.wikidata.org/entity/Q48785387,Notes on Democracy,H. L. Mencken,,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mencken-notes-democracy/
http://www.wikidata.org/entity/Q1249322,Show Boat,Edna Ferber,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ferber-show-boat/
http://www.wikidata.org/entity/Q1536034,Soldiers' Pay,William Faulkner,historical novel;war novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/faulkner-soldiers-pay/
http://www.wikidata.org/entity/Q25209530,Sorrell and Son,Warwick Deeping,,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/deeping-sorrell/
http://www.wikidata.org/entity/Q7728834,The Dancing Floor,John Buchan,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/buchan-dancing-floor/
http://www.wikidata.org/entity/Q854921,The Decline of the West,Oswald Spengler,essay;philosophy of history,1918-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/spengler-decline-west/
http://www.wikidata.org/entity/Q28955318,The End of Laissez-Faire,John Maynard Keynes,non-fiction,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/keynes-end-laissez/
http://www.wikidata.org/entity/Q7737784,The Great God Brown,Eugene O'Neill,,,https://shakespeareandco.princeton.edu/books/oneill-great-god-brown/
http://www.wikidata.org/entity/Q74480,The Incredulity of Father Brown,G. K. Chesterton,short story,1926-07-01 00:00:00,https://shakespeareandco.princeton.edu/books/chesterton-incredulity-father-brown/
http://www.wikidata.org/entity/Q224078,The Murder of Roger Ackroyd,Agatha Christie,crime novel;detective novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/christie-murder-roger-ackroyd/
http://www.wikidata.org/entity/Q17017955,The Plumed Serpent,D. H. Lawrence,historical novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-plumed-serpent/
http://www.wikidata.org/entity/Q192649,The Red and the Black,Stendhal,historical novel;Bildungsroman;psychological novel;literary realism,1830-11-01 00:00:00,https://shakespeareandco.princeton.edu/books/stendhal-red-black/
http://www.wikidata.org/entity/Q501351,The Sun Also Rises,Ernest Hemingway,novel,1926-10-22 00:00:00,https://shakespeareandco.princeton.edu/books/hemingway-sun-also-rises/
http://www.wikidata.org/entity/Q1216578,The Torrents of Spring,Ernest Hemingway,novel;novella,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hemingway-torrents-spring/
http://www.wikidata.org/entity/Q7774000,The Weary Blues,Langston Hughes,,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hughes-weary-blues/
http://www.wikidata.org/entity/Q1514807,The Well of Loneliness,Radclyffe Hall,novel;LGBT literature,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/hall-well-loneliness/
http://www.wikidata.org/entity/Q129936,The Wood Demon,Anton Chekhov,comedy,1890-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chekhov-wood-demon/
http://www.wikidata.org/entity/Q7776166,The World of William Clissold,H. G. Wells,novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-world-william-clissold/
http://www.wikidata.org/entity/Q60276567,Travel and Travellers of the Middle Ages,,,1926-09-01 00:00:00,https://shakespeareandco.princeton.edu/books/newton-travel-travellers-middle/
http://www.wikidata.org/entity/Q7994505,White Buildings,Hart Crane,,,https://shakespeareandco.princeton.edu/books/crane-white-buildings/
http://www.wikidata.org/entity/Q12038412,A Modern Comedy,John Galsworthy,,,https://shakespeareandco.princeton.edu/books/galsworthy-modern-comedy/
http://www.wikidata.org/entity/Q4145994,Aspects of the Novel,E. M. Forster,essay,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/forster-aspects-novel/
http://www.wikidata.org/entity/Q1563870,But Gentlemen Marry Brunettes,Anita Loos,novel,,https://shakespeareandco.princeton.edu/books/loos-gentlemen-marry-brunettes/
http://www.wikidata.org/entity/Q4593507,Chains: Lesser Novels and Stories,Theodore Dreiser,short story,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/dreiser-chains-lesser-novels/
http://www.wikidata.org/entity/Q543116,Death Comes for the Archbishop,Willa Cather,novel,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/cather-death-comes-archbishop/
http://www.wikidata.org/entity/Q5317165,Dusty Answer,Rosamond Lehmann,romance novel,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lehmann-dusty-answer/
http://www.wikidata.org/entity/Q1247044,Elmer Gantry,Sinclair Lewis,novel,1927-03-01 00:00:00,https://shakespeareandco.princeton.edu/books/lewis-elmer-gantry/
http://www.wikidata.org/entity/Q25209532,Kitty,Warwick Deeping,,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/deeping-kitty/
http://www.wikidata.org/entity/Q6505913,Lazarus Laughed,Eugene O'Neill,,,https://shakespeareandco.princeton.edu/books/oneill-lazarus-laughed/
http://www.wikidata.org/entity/Q6698664,Lud-in-the-Mist,Hope Mirrlees,speculative fiction novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mirrlees-lud-mist/
http://www.wikidata.org/entity/Q6912952,Mornings in Mexico,D. H. Lawrence,,,https://shakespeareandco.princeton.edu/books/lawrence-mornings-mexico/
http://www.wikidata.org/entity/Q17074681,Mother India,Katherine Mayo,,,https://shakespeareandco.princeton.edu/books/mayo-mother-india/
http://www.wikidata.org/entity/Q7081270,Oil!,Upton Sinclair,political novel,1926-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/oil/
http://www.wikidata.org/entity/Q1304943,Pomes Penyeach,James Joyce,poetry,,https://shakespeareandco.princeton.edu/books/joyce-pomes-penyeach/
http://www.wikidata.org/entity/Q7714967,The Autobiography of an Ex-Colored Man,James Weldon Johnson,African-American literature;novel,1912-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/johnson-autobiography-ex-colored/
http://www.wikidata.org/entity/Q941462,The Bridge of San Luis Rey,Thornton Wilder,novel;novella,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wilder-bridge-san-luis/
http://www.wikidata.org/entity/Q276722,The Counterfeiters,André Gide,LGBT literature;novel,1925-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/gide-counterfeiters/
http://www.wikidata.org/entity/Q212898,The Magic Mountain,Thomas Mann,philosophical novel;Bildungsroman;social novel;developmental novel,1924-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/mann-magic-mountain/
http://www.wikidata.org/entity/Q23661511,The Return of Don Quixote,G. K. Chesterton,novel,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chesterton-return-don-quixote/
http://www.wikidata.org/entity/Q82463,The Secret of Father Brown,G. K. Chesterton,short story,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/chesterton-secret-father-brown/
http://www.wikidata.org/entity/Q3021213,The Small Bachelor,P. G. Wodehouse,novel,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wodehouse-small-bachelor/
http://www.wikidata.org/entity/Q478016,To the Lighthouse,Virginia Woolf,novel,1927-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/woolf-lighthouse/
http://www.wikidata.org/entity/Q13430524,Armed with Madness,Mary Butts,,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/butts-armed-madness/
http://www.wikidata.org/entity/Q4947714,Boston,Upton Sinclair,political novel,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/sinclair-boston/
http://www.wikidata.org/entity/Q42187701,Caspar Hauser,Jakob Wassermann,,,https://shakespeareandco.princeton.edu/books/wassermann-caspar-hauser/
http://www.wikidata.org/entity/Q3115185,Decline and Fall,Evelyn Waugh,comic novel,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/waugh-decline-fall/
http://www.wikidata.org/entity/Q6223425,John Brown's Body,Stephen Vincent Benét,,,https://shakespeareandco.princeton.edu/books/benet-john-browns-body/
http://www.wikidata.org/entity/Q750670,Lady Chatterley's Lover,D. H. Lawrence,erotic novel,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/lawrence-lady-chatterleys-lover/
http://www.wikidata.org/entity/Q6494582,Last Post,Ford Madox Ford,novel,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/ford-last-post/
http://www.wikidata.org/entity/Q16968883,Mamba's Daughters,DuBose Heyward,novel,,https://shakespeareandco.princeton.edu/books/heyward-mambas-daughters/
http://www.wikidata.org/entity/Q1754954,Mirgorod,Nikolai Gogol,,,https://shakespeareandco.princeton.edu/books/gogol-mirgorod/
http://www.wikidata.org/entity/Q10332947,Mr. Blettsworthy on Rampole Island,H. G. Wells,novel,1928-01-01 00:00:00,https://shakespeareandco.princeton.edu/books/wells-mr-blettsworthy-rampole/
