item_id,term,type,source
engelbrecht-merchants-death,War,subject,loc
engelbrecht-merchants-death,Firearms industry and trade,subject,loc
engelbrecht-merchants-death,Military supplies,subject,loc
vandercook-murder-trinidad-case,Fiction,genre,loc
vandercook-murder-trinidad-case,Detective and mystery stories.,genre,loc
gibbon-niger-life-mungo,Biography,genre,loc
gibbon-niger-life-mungo,biography,genre,loc
gibbon-niger-life-mungo,Discovery and exploration,subject,loc
gibbon-niger-life-mungo,Explorers,subject,loc
king-obelists-route,Detective and mystery stories.,genre,loc
wodehouse-right-ho-jeeves,Fiction,genre,loc
wodehouse-right-ho-jeeves,Humorous fiction.,genre,loc
wodehouse-right-ho-jeeves,Valets,subject,loc
abrams-milk-paradise-effect,Authors,subject,loc
abrams-milk-paradise-effect,Criticism and interpretation,subject,loc
abrams-milk-paradise-effect,Opium,subject,loc
hampson-treatment-poverty-cambridgeshire,Poor,subject,loc
hampson-treatment-poverty-cambridgeshire,Charities,subject,loc
hampson-treatment-poverty-cambridgeshire,Poor laws,subject,loc
richardson-clear-horizon-pilgrimage,Fiction,genre,loc
richardson-clear-horizon-pilgrimage,Autobiographical fiction.,genre,loc
richardson-clear-horizon-pilgrimage,Women,subject,loc
roosevelt-way,Authors' autographs (Provenance),genre,loc
roosevelt-way,Politics and government,subject,loc
roosevelt-way,Economic policy,subject,loc
roosevelt-way,"New Deal, 1933-1939",subject,loc
caldwell-american-people,Economic conditions,subject,loc
caldwell-american-people,Labor and laboring classes,subject,loc
lagden-beginning-stories,text,genre,loc
auden-dog-beneath-skin,text,genre,loc
teilhet-ticking-terror-murders,Detective and mystery stories.,genre,loc
oldfield-ivor-trent,Fiction,genre,loc
oldfield-ivor-trent,Widowers,subject,loc
oldfield-ivor-trent,Novelists,subject,loc
oldfield-ivor-trent,Interpersonal relations,subject,loc
heiser-american-doctors-odyssey,biography,genre,loc
heiser-american-doctors-odyssey,Public health,subject,loc
heiser-american-doctors-odyssey,Physicians,subject,loc
heiser-american-doctors-odyssey,Tropical medicine,subject,loc
dugdale-arthur-james-balfour,bibliography,genre,loc
dugdale-arthur-james-balfour,biography,genre,loc
dugdale-arthur-james-balfour,Politics and government,subject,loc
dugdale-arthur-james-balfour,Prime ministers,subject,loc
eberhart-danger-dark,Romantic suspense fiction.,genre,loc
street-dark-tunnel,Detective and mystery stories.,genre,loc
street-dark-tunnel,Police,subject,loc
edmonds-drums-along-mohawk,Historical fiction.,genre,loc
edmonds-drums-along-mohawk,text,genre,loc
edmonds-drums-along-mohawk,Fiction,genre,loc
edmonds-drums-along-mohawk,War stories.,genre,loc
edmonds-drums-along-mohawk,FICTION / Classics,subject,loc
edmonds-drums-along-mohawk,FICTION / Historical,subject,loc
edmonds-drums-along-mohawk,History,subject,loc
edmonds-drums-along-mohawk,FICTION / Media Tie-In,subject,loc
stein-far-east-ferment,Foreign relations,subject,loc
stein-far-east-ferment,Eastern question (Far East),subject,loc
wilson-name-wallis-warfield,biography,genre,loc
teilhet-crimson-hair-murders,Detective and mystery stories.,genre,loc
tiltman-far-east-comes,Foreign relations,subject,loc
tiltman-far-east-comes,Eastern question (Far East),subject,loc
teilhet-feather-cloak-murders,Detective and mystery stories.,genre,loc
shirokov-textbook-marxist-philosophy,Materialism,subject,loc
shirokov-textbook-marxist-philosophy,"Knowledge, Theory of",subject,loc
maillart-forbidden-journey-peking,Description and travel,subject,loc
osborn-freud-marx-dialectical,bibliography,genre,loc
osborn-freud-marx-dialectical,Socialism,subject,loc
osborn-freud-marx-dialectical,Psychoanalysis,subject,loc
van-der-meersch-invasion-14,Fiction,genre,loc
van-der-meersch-invasion-14,"World War, 1914-1918",subject,loc
andersen-perfectly-true-stories,Translations into English,genre,loc
andersen-perfectly-true-stories,Fairy tales,subject,loc
andersen-perfectly-true-stories,"Children's stories, Danish",subject,loc
roberts-northwest-passage,Historical fiction,genre,loc
roberts-northwest-passage,bibliography,genre,loc
roberts-northwest-passage,War stories,genre,loc
roberts-northwest-passage,Fiction,genre,loc
roberts-northwest-passage,History,subject,loc
sackville-west-pepita,biography,genre,loc
sackville-west-pepita,Family,subject,loc
sackville-west-pepita,Dancers,subject,loc
street-clue-silver-cellar,Detective and mystery stories.,genre,loc
street-clue-silver-cellar,Police,subject,loc
queen-door-problem-deduction,Detective and mystery stories.,genre,loc
queen-door-problem-deduction,Novelists,subject,loc
queen-door-problem-deduction,Police,subject,loc
queen-door-problem-deduction,Fathers and sons,subject,loc
caldwell-seen-faces,Sharecroppers,subject,loc
caldwell-seen-faces,Sharecropping,subject,loc
richardson-dimple-hill-pilgrimage,Fiction,genre,loc
richardson-dimple-hill-pilgrimage,Women,subject,loc
richardson-dimple-hill-pilgrimage,"Autobiographical fiction, English",subject,loc
young-looking-behind-censorships,Press,subject,loc
young-looking-behind-censorships,Freedom of the press,subject,loc
young-looking-behind-censorships,World politics,subject,loc
young-looking-behind-censorships,Censorship,subject,loc
richardson-pilgrimage-four-volume,Fiction,genre,loc
richardson-pilgrimage-four-volume,Women,subject,loc
richardson-pilgrimage-four-volume,"Autobiographical fiction, English",subject,loc
caldwell-southways-stories,Fiction,genre,loc
caldwell-southways-stories,African Americans,subject,loc
caldwell-southways-stories,Social life and customs,subject,loc
queen-devil-pay,Fiction,genre,loc
queen-devil-pay,Detective and mystery stories.,genre,loc
queen-devil-pay,Stockbrokers,subject,loc
queen-devil-pay,Novelists,subject,loc
queen-four-hearts,Detective and mystery stories.,genre,loc
queen-four-hearts,Screenwriters,subject,loc
queen-four-hearts,Fiction,subject,loc
queen-four-hearts,Motion picture industry,subject,loc
eberhart-glass-slipper,Romantic suspense fiction.,genre,loc
steer-tree-gernika-field,History,subject,loc
sherwood-abe-lincoln-illinois,biography,genre,loc
sherwood-abe-lincoln-illinois,Drama,genre,loc
sheng-chin-ping-mei,Fiction,genre,loc
geyde-fallen-bastions,History,subject,loc
geyde-fallen-bastions,Politics and government,subject,loc
nicolson-marginal-january-6,Politics and government,subject,loc
renwick-beginnings-english-literature,bibliography,genre,loc
renwick-beginnings-english-literature,"Civilization, Medieval, in literature",subject,loc
renwick-beginnings-english-literature,English literature,subject,loc
eberhart-chiffon-scarf,Romantic suspense fiction.,genre,loc
queen-dragons-teeth,Detective and mystery stories.,genre,loc
queen-dragons-teeth,Novelists,subject,loc
queen-dragons-teeth,Police,subject,loc
queen-dragons-teeth,Fathers and sons,subject,loc
forster-englands-pleasant-land,Pageants,subject,loc
teilhet-broken-face-murders,Detective and mystery stories.,genre,loc
caldwell-trouble-july,Fiction,genre,loc
caldwell-trouble-july,Lynching,subject,loc
hayward-prose-literature-since,bibliography,genre,loc
hayward-prose-literature-since,"World War, 1939-1945",subject,loc
hayward-prose-literature-since,English prose literature,subject,loc
aeschylus-agamemnon-oedipus,Drama,genre,loc
aeschylus-agamemnon-oedipus,"Mythology, Classical",subject,loc
ariel,bibliography,genre,loc
beaumont-beaumont-fletcher,biography,genre,loc
beddoes-beddoess-poems,bibliography,genre,loc
cassells-dictionary,Dictionaries,genre,loc
cassells-dictionary,dictionary,genre,loc
cassells-dictionary,English language,subject,loc
biggers-charlie-chan,Detective and mystery stories.,genre,loc
biggers-charlie-chan,Fiction,subject,loc
biggers-charlie-chan,Police,subject,loc
charlotte-bronte,bibliography,genre,loc
charlotte-bronte,Biography,genre,loc
charlotte-bronte,"Novelists, English",subject,loc
cowper,Biography,genre,loc
cowper,biography,genre,loc
cowper,"Poets, English",subject,loc
cuculain,Fantasy fiction.,genre,loc
cuculain,Historical fiction.,genre,loc
cuculain,Cuchulain (Legendary character),subject,loc
cuculain,"Mythology, Celtic",subject,loc
de-quincey-quincey-autobiography,Biography,genre,loc
de-quincey-quincey-autobiography,biography,genre,loc
de-quincey-quincey-autobiography,Drug addicts,subject,loc
de-quincey-quincey-autobiography,"Authors, English",subject,loc
de-quincey-quincey-autobiography,Opium abuse,subject,loc
spenser-edmund-spenser,bibliography,genre,loc
queen-ellery-queen,Detective and mystery stories.,genre,loc
queen-ellery-queen,Novelists,subject,loc
english-literature,English literature,subject,loc
fascism,bibliography,genre,loc
fascism,Fascism,subject,loc
fernando-cortes,History,subject,loc
folk-lore-legends,Bookplates (Provenance),genre,loc
folk-lore-legends,Tales,subject,loc
folk-lore-legends,Legends,subject,loc
folk-lore-legends,Folklore,subject,loc
herbert-george-herberts-works,biography,genre,loc
hart-crane,bibliography,genre,loc
hart-crane,Criticism and interpretation,subject,loc
hazlitt-hazlitts-works,English literature,subject,loc
herrick-herrick-poetical-works,English poetry,subject,loc
history-american-people,History,subject,loc
hemingway-time-time,text,genre,loc
hemingway-time-time,Fiction,genre,loc
hemingway-time-time,Short stories.,genre,loc
hemingway-time-time,"Autobiographical fiction, American",subject,loc
hemingway-time-time,"Adams, Nick (Fictitious character)",subject,loc
hemingway-time-time,"Adventure stories, American",subject,loc
crofts-inspector-french-book,Fiction,genre,loc
crofts-inspector-french-book,Detective and mystery stories.,genre,loc
crofts-inspector-french-book,Police,subject,loc
webster-john-webster,biography,genre,loc
whitman-leaves-grass,biography,genre,loc
whitman-leaves-grass,"Poets, American",subject,loc
keats-letters-john-keats,bibliography,genre,loc
keats-letters-john-keats,biography,genre,loc
keats-letters-john-keats,Correspondence,genre,loc
keats-letters-john-keats,"Poets, English",subject,loc
sterne-letters-laurence-sterne,biography,genre,loc
sterne-letters-laurence-sterne,"Novelists, English",subject,loc
sterne-letters-laurence-sterne,Correspondence,subject,loc
carlyle-letters-thomas-carlyle,bibliography,genre,loc
carlyle-letters-thomas-carlyle,biography,genre,loc
carlyle-letters-thomas-carlyle,Historians,subject,loc
carlyle-letters-thomas-carlyle,"Authors, Scottish",subject,loc
carlyle-letters-thomas-carlyle,Correspondence,subject,loc
life-oscar-wilde,bibliography,genre,loc
life-oscar-wilde,biography,genre,loc
life-oscar-wilde,Biography,genre,loc
life-oscar-wilde,"Authors, Irish",subject,loc
marlowe,bibliography,genre,loc
marlowe,Criticism and interpretation,subject,loc
marriott-one-act-plays-day,English drama,subject,loc
marriott-one-act-plays-day,"One-act plays, English",subject,loc
percy-bysshe-shelley,bibliography,genre,loc
percy-bysshe-shelley,Manuscripts,subject,loc
percy-bysshe-shelley,"Criticism, Textual",subject,loc
percy-bysshe-shelley,"Notebooks, sketchbooks, etc",subject,loc
synge-plays,Drama,subject,loc
chekhov-tchekov-plays,Translations into English,subject,loc
yeats-plays,Fairy plays.,genre,loc
yeats-plays,Drama,genre,loc
plotinus,biography,genre,loc
chesterton-poems,English poetry,subject,loc
heine-heines-poems,bibliography,genre,loc
johnson-poems,Bookplates (Provenance),genre,loc
johnson-poems,Autographs (Provenance),genre,loc
kipling-poems-stories,bibliography,genre,loc
kipling-poems-stories,"War poetry, English",subject,loc
kipling-poems-stories,"South African War, 1899-1902",subject,loc
kipling-poems-stories,"World War, 1914-1918",subject,loc
kipling-poems-stories,"War stories, English",subject,loc
kipling-poems-stories,War,subject,loc
scott-poems-walter-scott,biography,genre,loc
bridges-poetical-works,biography,genre,loc
portuguese-dictionary,Dictionaries,genre,loc
portuguese-dictionary,dictionary,genre,loc
portuguese-dictionary,Portuguese language,subject,loc
portuguese-dictionary,English language,subject,loc
mencken-prejudices,American literature,subject,loc
rogets-thesaurus,dictionary,genre,loc
rogets-thesaurus,English language,subject,loc
coleridge-poems,bibliography,genre,loc
september,Juvenile literature,genre,loc
september,Months,subject,loc
september,Calendar,subject,loc
september,September,subject,loc
shakespeare-shakespeare,biography,genre,loc
shakespeare-shakespeares-tragedies,bibliography,genre,loc
shakespeare-shakespeares-tragedies,Tragedies,subject,loc
shelley-man-poet,Biography,genre,loc
shelley-man-poet,biography,genre,loc
shelley-man-poet,"Poets, English",subject,loc
studies-humanism,bibliography,genre,loc
studies-humanism,Humanism,subject,loc
liddell-hart-e-lawrence-liddell,Biography,genre,loc
liddell-hart-e-lawrence-liddell,biography,genre,loc
liddell-hart-e-lawrence-liddell,Biography as a literary form,subject,loc
liddell-hart-e-lawrence-liddell,British,subject,loc
liddell-hart-e-lawrence-liddell,Soldiers,subject,loc
liddell-hart-e-lawrence-liddell,"World War, 1914-1918",subject,loc
shakespeare-comedies-shakespeare,biography,genre,loc
pepys-diary-samuel-pepys,Sources,genre,loc
pepys-diary-samuel-pepys,biography,genre,loc
pepys-diary-samuel-pepys,Diaries,genre,loc
pepys-diary-samuel-pepys,Social life and customs,subject,loc
pepys-diary-samuel-pepys,History,subject,loc
pepys-diary-samuel-pepys,Cabinet officers,subject,loc
pepys-diary-samuel-pepys,Diarists,subject,loc
farington-farington-diary,biography,genre,loc
farington-farington-diary,Diaries,genre,loc
farington-farington-diary,Civilization,subject,loc
farington-farington-diary,"Arts, English",subject,loc
farington-farington-diary,Artists,subject,loc
nashe-unfortunate-traveller-life,Adventure fiction.,genre,loc
nashe-unfortunate-traveller-life,Fiction,genre,loc
nashe-unfortunate-traveller-life,Travelers,subject,loc
de-quincey-collected-writings-thomas,biography,genre,loc
thomas-otway,bibliography,genre,loc
thomas-otway,Criticism and interpretation,subject,loc
walt-whitman-study,biography,genre,loc
wordsworth-wordsworths-poetical-works,bibliography,genre,loc
morand-morand-book,bibliography,genre,loc
tagores-books,catalog,genre,loc
tagores-books,government publication,genre,loc
crofts-12-30-croydon,Detective and mystery fiction,genre,oclc
crofts-12-30-croydon,Fiction,genre,oclc
crofts-12-30-croydon,Mystery fiction,genre,oclc
brooke-1914-poems,Fiction,genre,oclc
dos-passos-1919,Fiction,genre,oclc
dos-passos-1919,History,genre,oclc
pound-abc-reading,"Criticism, interpretation, etc.",genre,oclc
walpole-dark-circus,Action and adventure fiction,genre,oclc
walpole-dark-circus,Fiction,genre,oclc
faulkner-absalom-absalom,Fiction,genre,oclc
matthiessen-achievement-s-eliot,Poetry,genre,oclc
masters-across-spoon-river,Autobiographies,genre,oclc
masters-across-spoon-river,Biography,genre,oclc
jesse-act-god,Fiction,genre,oclc
oriordan-adam-caroline,Fiction,genre,oclc
hall-adams-breed,Fiction,genre,oclc
addison,Biography,genre,oclc
galsworthy-addresses-america-1919,Fiction,genre,oclc
odonnell-adrigoole,Fiction,genre,oclc
odonnell-adrigoole,Irish fiction,genre,oclc
bacon-advancement-learning,Early works,genre,oclc
gibbs-adventures-journalism,Biography,genre,oclc
atherton-adventures-novelist,Biography,genre,oclc
atherton-adventures-novelist,Records and correspondence,genre,oclc
jenkins-adventures-bindle,Fiction,genre,oclc
smollett-adventures-ferdinand-count,Scottish fiction,genre,oclc
twain-adventures-huckleberry-finn,Fiction,genre,oclc
smollett-adventures-peregrine-pickle,Fiction,genre,oclc
doyle-adventures-sherlock-holmes,English fiction,genre,oclc
doyle-adventures-sherlock-holmes,Fiction,genre,oclc
twain-adventures-tom-sawyer,Fiction,genre,oclc
mckenna-affair-honour-novel,Fiction,genre,oclc
eliot-strange-gods,"Criticism, interpretation, etc.",genre,oclc
parker-pleasures,Fiction,genre,oclc
parker-pleasures,Short stories,genre,oclc
warner-death-don-juan,"Fantasy fiction, Spanish",genre,oclc
warner-death-don-juan,Fiction,genre,oclc
warner-death-don-juan,"Historical fiction, Spanish",genre,oclc
warner-death-don-juan,History,genre,oclc
bronte-agnes-grey,Classic fiction,genre,oclc
bronte-agnes-grey,Fiction,genre,oclc
bronte-agnes-grey,Romance,genre,oclc
maugham-ah-king,Fiction,genre,oclc
pasley-al-capone-biography,Biography,genre,oclc
barker-alanna-autumnal,Fiction,genre,oclc
presland-albatross,Fiction,genre,oclc
henderson-aldous-huxley,Biography,genre,oclc
henderson-aldous-huxley,"Criticism, interpretation, etc.",genre,oclc
gordon-aleck-maury-sportsman,Domestic fiction. ¿,genre,oclc
gordon-aleck-maury-sportsman,Fiction,genre,oclc
gordon-aleck-maury-sportsman,Sports stories,genre,oclc
irving-alhambra,Fiction,genre,oclc
irving-alhambra,History,genre,oclc
irving-alhambra,Publishers' advertisements,genre,oclc
tarkington-alice-adams,Fiction,genre,oclc
tarkington-alice-adams,Powieść amerykańska,genre,oclc
james-alice-james-brothers,Manuscripts in books,genre,oclc
parrish-kneeling,Fiction,genre,oclc
tomlinson-yesterdays,Fiction,genre,oclc
sackville-west-passion-spent,Fiction,genre,oclc
kipling-mowgli-stories,Fiction,genre,oclc
field-heaven,Fiction,genre,oclc
meredith-amazing-marriage,Fiction,genre,oclc
meredith-amazing-marriage,Novels,genre,oclc
paul-amazon,Fiction,genre,oclc
james-ambassadors,Electronic books,genre,oclc
fielding-amelia,Fiction,genre,oclc
ferber-american-beauty,Fiction,genre,oclc
noguchi-american-diary-japanese,Biography,genre,oclc
mencken-american-mercury,Government publication,genre,oclc
michaud-american-novel-day,"Criticism, interpretation, etc.",genre,oclc
sinclair-american-outpost-book,Biography,genre,oclc
dreiser-american-tragedy,Fiction,genre,oclc
bowra-ancient-greek-literature,"Criticism, interpretation, etc.",genre,oclc
maxwell-mr-wyke-bond,Fiction,genre,oclc
sholokhov-quiet-flows-don,Fiction,genre,oclc
sholokhov-quiet-flows-don,History,genre,oclc
sholokhov-quiet-flows-don,War stories,genre,oclc
shaw-androcles-lion,Drama,genre,oclc
shaw-androcles-lion,Toneelstukken (teksten),genre,oclc
piozzi-anecdotes-samuel-johnson,Biography,genre,oclc
priestley-angel-pavement,Fiction,genre,oclc
wells-ann-veronica,Fiction,genre,oclc
lewis-ann-vickers,Fiction,genre,oclc
auden-another-time-poems,Gedichten (teksten),genre,oclc
hoult-apartments-let,Fiction,genre,oclc
moore-aphrodite-aulis,Romans (teksten),genre,oclc
lawrence-apocalypse,"Criticism, interpretation, etc.",genre,oclc
lawrence-apocalypse,Limitation statements (Publishing),genre,oclc
sidney-apology-poetry,Early works,genre,oclc
manhood-apples-night,Fiction,genre,oclc
ohara-appointment-samarra,Fiction,genre,oclc
hogarth-arabia,History,genre,oclc
synge-aran-islands,Biography,genre,oclc
nichols-home-series-bouquets,Biography,genre,oclc
butts-armed-madness,Dystopian fiction,genre,oclc
butts-armed-madness,Fiction,genre,oclc
butts-armed-madness,Science fiction,genre,oclc
follett-arnold-bennett,Biography,genre,oclc
follett-arnold-bennett,Printed books,genre,oclc
morley-arrow,Fiction,genre,oclc
read-art-now-introduction,History,genre,oclc
james-art-novel-critical,"Criticism, interpretation, etc.",genre,oclc
starkie-arthur-rimbaud,Biography,genre,oclc
layamon-arthurian-chronicles,Arthurian romances,genre,oclc
grigson-arts-day,Art,genre,oclc
faulkner-lay-dying,Fiction,genre,oclc
fedden-unicorn,Fiction,genre,oclc
auden-ascent-f6,Drama,genre,oclc
auden-ascent-f6,Fiction,genre,oclc
auden-ascent-f6,Plays,genre,oclc
auden-ascent-f6,Tragedies,genre,oclc
butts-ashe-rings,Fiction,genre,oclc
maugham-ashenden-british-agent,Fiction,genre,oclc
trites-ask-young,Fiction,genre,oclc
sitwell-aspects-modern-poetry,"Criticism, interpretation, etc.",genre,oclc
forster-aspects-novel,"Criticism, interpretation, etc.",genre,oclc
lawrence-assorted-articles,Essays,genre,oclc
stern-augs-exaggeration,Fiction,genre,oclc
whitman-autobiographia,Biography,genre,oclc
trollope-autobiography,Biography,genre,oclc
powys-autobiography,Biography,genre,oclc
davies-autobiography-super-tramp,Biography,genre,oclc
johnson-autobiography-ex-colored,Fiction,genre,oclc
chesterton-autobiography-g-k,Autobiography,genre,oclc
chesterton-autobiography-g-k,Biography,genre,oclc
moore-avowals,"Criticism, interpretation, etc.",genre,oclc
james-awkward-age,Fiction,genre,oclc
lewis-babbitt,Fiction,genre,oclc
langdon-babylonian-epic-creation,Epen (teksten),genre,oclc
langdon-babylonian-epic-creation,Vertalingen (vorm),genre,oclc
wharton-backward-glance,Autobiographies,genre,oclc
wharton-backward-glance,Biography,genre,oclc
wharton-backward-glance,Visiting cards,genre,oclc
delmar-bad-girl,Fiction,genre,oclc
evening-sun,Newspapers,genre,oclc
gozlan-balzac-slippers,Biography,genre,oclc
gozlan-balzac-slippers,Fiction,genre,oclc
taylor-banbury-bog,Fiction,genre,oclc
mckay-banjo-story-without,Fiction,genre,oclc
trollope-barchester-towers,Fiction,genre,oclc
sabatini-bardelys-magnificent,Fiction,genre,oclc
dickens-barnaby-rudge,Fiction,genre,oclc
rinehart-bat-novel-play,Detective and mystery fiction,genre,oclc
rinehart-bat-novel-play,Fiction,genre,oclc
rinehart-bat-novel-play,Mystery fiction,genre,oclc
smith-beadle,English fiction,genre,oclc
smith-beadle,Fiction,genre,oclc
garnett-beany-eye,Fiction,genre,oclc
gay-beggars-opera,Rare books,genre,oclc
benet-beginning-wisdom,Fiction,genre,oclc
renwick-beginnings-english-literature,"Criticism, interpretation, etc.",genre,oclc
langdon-davies-behind-spanish-barricades,History,genre,oclc
atherton-bell-fog,American fiction,genre,oclc
atherton-bell-fog,Fiction,genre,oclc
hart-bellamy-trial,Detective and mystery stories,genre,oclc
hart-bellamy-trial,Fiction,genre,oclc
hart-bellamy-trial,Mystery and detective fiction,genre,oclc
sabatini-bellarion-fortunate-romance,Fiction,genre,oclc
sabatini-bellarion-fortunate-romance,History,genre,oclc
locke-beloved-vagabond,Fiction,genre,oclc
doblin-berlin-alexanderplatz,Fiction,genre,oclc
henderson-bernard-shaw-playboy,Biography,genre,oclc
trollope-bertrams,Fiction,genre,oclc
trollope-bertrams,Love stories,genre,oclc
deeping-bess-woods,Fiction,genre,oclc
obrien-best-short-stories-1930,Fiction,genre,oclc
obrien-best-short-stories-1933,Bibliographies,genre,oclc
obrien-best-short-stories-1933,Bibliography,genre,oclc
obrien-best-short-stories-1933,Fiction,genre,oclc
obrien-best-short-stories-1933,Indexes,genre,oclc
obrien-best-short-stories-1933,Short stories,genre,oclc
obrien-best-short-stories-1935,Bibliographies,genre,oclc
obrien-best-short-stories-1935,Bibliography,genre,oclc
obrien-best-short-stories-1935,Fiction,genre,oclc
obrien-best-short-stories-1935,Indexes,genre,oclc
obrien-best-short-stories-1935,Short stories,genre,oclc
obrien-best-short-stories-1936,Bibliographies,genre,oclc
obrien-best-short-stories-1936,Bibliography,genre,oclc
obrien-best-short-stories-1936,Fiction,genre,oclc
obrien-best-short-stories-1936,Indexes,genre,oclc
obrien-best-short-stories-1936,Short stories,genre,oclc
obrien-best-short-stories-1925,Fiction,genre,oclc
obrien-best-short-stories-1927,Bibliographies,genre,oclc
obrien-best-short-stories-1927,Bibliography,genre,oclc
obrien-best-short-stories-1927,Fiction,genre,oclc
obrien-best-short-stories-1927,Indexes,genre,oclc
obrien-best-short-stories-1927,Short stories,genre,oclc
howells-dark-daylight,Fiction,genre,oclc
zweig-beware-pity,Fiction,genre,oclc
cabell-beyond-life,Fiction,genre,oclc
oneill-beyond-horizon,Drama,genre,oclc
hutchinson-big-business,Fiction,genre,oclc
van-vorst-big-tremaine-novel,Fiction,genre,oclc
gardner-bigger-come,Detective and mystery fiction,genre,oclc
gardner-bigger-come,Fiction,genre,oclc
gardner-bigger-come,Legal fiction,genre,oclc
jenkins-bindle-chapters-life,Fiction,genre,oclc
masefield-bird-dawning,Fiction,genre,oclc
merezhkovsky-birth-gods,Fiction,genre,oclc
smith-bishops-jaegers,Fiction,genre,oclc
stevenson-black-arrow-tale,Adventure,genre,oclc
stevenson-black-arrow-tale,Fiction,genre,oclc
wright-black-boy,Biography,genre,oclc
wright-black-boy,Fiction,genre,oclc
powys-black-bryony,Fiction,genre,oclc
coppard-black-dog-stories,Fiction,genre,oclc
roberts-black-true-loves,Fiction,genre,oclc
james-black-jacobins-toussaint,History,genre,oclc
bailey-black-land-white,Detective and mystery fiction,genre,oclc
bailey-black-land-white,Fiction,genre,oclc
bailey-black-land-white,Mystery fiction,genre,oclc
vandercook-black-majesty,Biography,genre,oclc
vandercook-black-majesty,History,genre,oclc
waugh-black-mischief,Fiction,genre,oclc
chekhov-black-monk,Fiction,genre,oclc
muir-black-pavilion-adventure,Fiction,genre,oclc
dunsany-blessing-pan,Fiction,genre,oclc
sadleir-blessington-dorsay,Biografieën (vorm),genre,oclc
miles-blind-men-crossing,Fiction,genre,oclc
kay-scott-blind-mice,Fiction,genre,oclc
mansfield-bliss-short-stories,Fiction,genre,oclc
norris-blix-moran-lady,Fiction,genre,oclc
gibbs-blood-relations,Fiction,genre,oclc
parry-bloody-assize,History,genre,oclc
stacpoole-blue-lagoon,Cloth case bindings,genre,oclc
stacpoole-blue-lagoon,Fiction,genre,oclc
stacpoole-blue-lagoon,Novels,genre,oclc
stacpoole-blue-lagoon,Panel stamp bindings,genre,oclc
snell-blue-murder,Periodicals,genre,oclc
brown-body-turl,Fiction,genre,oclc
dreiser-book,Biography,genre,oclc
addis-book-job-book,"Criticism, interpretation, etc.",genre,oclc
mencken-book-prefaces,"Criticism, interpretation, etc.",genre,oclc
mais-books-writers,Biography,genre,oclc
wells-boon,Fiction,genre,oclc
sinclair-boston,Fiction,genre,oclc
sinclair-boston,Legal stories,genre,oclc
gilligan-boundary-night,Fiction,genre,oclc
crofts-box-office-murders,Fiction,genre,oclc
hanley-boy,Dust jackets,genre,oclc
hanley-boy,Fiction,genre,oclc
barrie-boy-david-play,Drama,genre,oclc
lawrence-boy-bush,Fiction,genre,oclc
norris-brass-novel-marriage,Fiction,genre,oclc
norris-brass-novel-marriage,Novels,genre,oclc
huxley-brave-new-world,Dystopias,genre,oclc
huxley-brave-new-world,Fiction,genre,oclc
huxley-brave-new-world,Political fiction,genre,oclc
huxley-brave-new-world,Psychological fiction,genre,oclc
huxley-brave-new-world,Science fiction,genre,oclc
stevens-brawny-man,Fiction,genre,oclc
fleming-brazilian-adventure,Biography,genre,oclc
norris-bread,Biography,genre,oclc
norris-bread,Fiction,genre,oclc
scott-bride-lammermoor,Fiction,genre,oclc
huxley-brief-candles-stories,Fiction,genre,oclc
huxley-brief-candles-stories,Opowiadanie angielskie,genre,oclc
werner-brigham-young,Biography,genre,oclc
werner-brigham-young,History,genre,oclc
greene-brighton-rock,Fiction,genre,oclc
greene-brighton-rock,Psychological fiction,genre,oclc
greene-brighton-rock,Suspense fiction,genre,oclc
callaghan-broken-journey,Fiction,genre,oclc
tagore-broken-ties-stories,Fiction,genre,oclc
tagore-broken-ties-stories,Translations,genre,oclc
loeb-broom,Periodicals,genre,oclc
cunninghame-graham-brought-forward,Fiction,genre,oclc
wassermann-bula-matari-stanley,Biographie (Descripteur de forme),genre,oclc
wassermann-bula-matari-stanley,Biography,genre,oclc
kennedy-bulls-eye,Fiction,genre,oclc
wells-bulpington-blup,Fiction,genre,oclc
bennett-buried-alive,Fiction,genre,oclc
orwell-burmese-days,Fiction,genre,oclc
orwell-burmese-days,History,genre,oclc
london-burning-daylight,Fiction,genre,oclc
london-burning-daylight,Western stories,genre,oclc
walker-busmans-holiday-comedy,Fiction,genre,oclc
sayers-busmans-honeymoon,Fiction,genre,oclc
lawrence-young,Fiction,genre,oclc
ferber-buttered-side-stories,Fiction,genre,oclc
quennell-byron-years-fame,Advertisements,genre,oclc
quennell-byron-years-fame,Biography,genre,oclc
baring-c,Fiction,genre,oclc
maugham-cakes-ale-skeleton,Fiction,genre,oclc
lewis-caliphs-design,History,genre,oclc
london-call-wild,Fiction,genre,oclc
carswell-camomile,Fiction,genre,oclc
machen-canning-wonder,Fiction,genre,oclc
walpole-captain-nicholas,Fiction,genre,oclc
walpole-captain-nicholas,Roman anglais,genre,oclc
powys-captain-patch,Fiction,genre,oclc
walpole-captives-novel-four,Fiction,genre,oclc
galsworthy-captures,Fiction,genre,oclc
caravan,Periodicals,genre,oclc
harland-cardinals-snuff-box,Fiction,genre,oclc
harland-cardinals-snuff-box,Roman américain,genre,oclc
christie-cards-table,Detective and mystery fiction,genre,oclc
christie-cards-table,Fiction,genre,oclc
frank-carl-anna,Fiction,genre,oclc
koch-carolina-folk-plays,Fiction,genre,oclc
sabatini-carolinian,Fiction,genre,oclc
