item_id,term,type,source
sabatini-carolinian,History,genre,oclc
lewisohn-case-mr-crump,Fiction,genre,oclc
zweig-case-sergeant-grischa,Fiction,genre,oclc
propper-case-cheating-bride,Fiction,genre,oclc
gardner-case-howling-dog,Fiction,genre,oclc
gardner-case-lame-canary,Fiction,genre,oclc
gardner-case-lucky-legs,Detective and mystery fiction,genre,oclc
gardner-case-lucky-legs,Fiction,genre,oclc
gardner-case-lucky-legs,Legal fiction (Literature),genre,oclc
gardner-case-shoplifters-shoe,Fiction,genre,oclc
gardner-case-substitute-face,Detective and mystery stories,genre,oclc
gardner-case-substitute-face,Fiction,genre,oclc
gardner-case-substitute-face,Legal stories,genre,oclc
gardner-case-velvet-claws,Fiction,genre,oclc
gardner-case-velvet-claws,Legal stories,genre,oclc
gardner-case-velvet-claws,Mystery fiction,genre,oclc
crofts-cask,Detective and mystery fiction,genre,oclc
crofts-cask,Fiction,genre,oclc
crofts-cask,Mystery fiction,genre,oclc
cassells-german-english,Dictionaries,genre,oclc
colum-castle-conquer,Fiction,genre,oclc
baring-cats-cradle,Fiction,genre,oclc
baring-cats-cradle,Juvenile works,genre,oclc
baring-cats-cradle,Specimens,genre,oclc
white-catharine-furze,Fiction,genre,oclc
stevenson-catriona,Fiction,genre,oclc
stevenson-catriona,History,genre,oclc
stevenson-catriona,Juvenile works,genre,oclc
clarke-cattledrive-connaught-poems,Translations,genre,oclc
clarke-cattledrive-connaught-poems,Translations into English,genre,oclc
verga-cavalleria-rusticana-stories,Fiction,genre,oclc
verga-cavalleria-rusticana-stories,Translations,genre,oclc
biggers-celebrated-cases-charlie,Fiction,genre,oclc
honore-de-balzac-celibates,Fiction,genre,oclc
yeats-celtic-twilight,Advertisements,genre,oclc
frank-chalk-face,Fiction,genre,oclc
howells-chance-acquaintance,Fiction,genre,oclc
hardy-changed-man,Fiction,genre,oclc
hardy-changed-man,Short stories,genre,oclc
strachey-characters-commentaries,Essays (teksten),genre,oclc
thompson-chariot-wheels,Fiction,genre,oclc
symons-charles-baudelaire-study,"Criticism, interpretation, etc.",genre,oclc
drinkwater-charles-james-fox,Biografia,genre,oclc
drinkwater-charles-james-fox,Biography,genre,oclc
biggers-charlie-chan,Fiction,genre,oclc
biggers-charlie-chan,Mystery fiction,genre,oclc
chatto-windus-miscellany,Government publication,genre,oclc
chatto-windus-miscellany,National government publication,genre,oclc
ferber-cheerful-request,Fiction,genre,oclc
mackail-chelbury-abbey,Fiction,genre,oclc
eberhart-chiffon-scarf,Fiction,genre,oclc
eberhart-chiffon-scarf,Romantic suspense fiction,genre,oclc
stevenson-childs-garden-verses,Juvenile works,genre,oclc
stevenson-childs-garden-verses,Poetry,genre,oclc
dickens-childs-history-england,"Criticism, interpretation, etc.",genre,oclc
herford-childs-primer-natural,Juvenile works,genre,oclc
lewis-childermass,English fiction,genre,oclc
mann-children-fools,Fiction,genre,oclc
hamsun-children-age,Fiction,genre,oclc
london-children-frost,Electronic books,genre,oclc
zangwill-children-ghetto-study,Fiction,genre,oclc
chang-china-crossroads-chinese,History,genre,oclc
chang-china-crossroads-chinese,Outlines and syllabi,genre,oclc
strong-chinas-millions,History,genre,oclc
fenollosa-chinese-written-character,"Criticism, interpretation, etc.",genre,oclc
hearn-chita-memory-last,Fiction,genre,oclc
chekhov-chorus-girl-stories,Fiction,genre,oclc
wells-christina-albertas-father,Fiction,genre,oclc
maugham-christmas-holiday,Fiction,genre,oclc
stravinsky-chronicle-life,Biographies,genre,oclc
stravinsky-chronicle-life,Biography,genre,oclc
ferber-cimarron,Fiction,genre,oclc
rutherford-clara-hopgood,Fiction,genre,oclc
orwell-clergymans-daughter,Fiction,genre,oclc
williams-clock-ticks,Fiction,genre,oclc
macpherson-close,Periodicals,genre,oclc
green-closed-garden,Fiction,genre,oclc
cloud-unknowing,History,genre,oclc
chesterton-club-queer-trades,Fiction,genre,oclc
macmurray-clue-history,History,genre,oclc
lang-cock-lane-common,Early works,genre,oclc
eliot-cocktail-party-comedy,Comedies,genre,oclc
eliot-cocktail-party-comedy,Comedy,genre,oclc
young-cold-harbour,Fiction,genre,oclc
richards-coleridge-imagination,"Criticism, interpretation, etc.",genre,oclc
saintsbury-collected-essays-papers,"Criticism, interpretation, etc.",genre,oclc
robinson-collected-poems,Fiction,genre,oclc
robinson-collected-poems,Poezja amerykańska,genre,oclc
hardy-collected-poems-thomas,Poetry,genre,oclc
yeats-collected-poems-w,Collections,genre,oclc
yeats-collected-poems-w,Poetry,genre,oclc
lucas-colvins-friends,Biography,genre,oclc
fauset-comedy-american-style,Fiction,genre,oclc
baring-comfortless-memory,Fiction,genre,oclc
ogrady-coming-cuculain,Romans (teksten),genre,oclc
moore-coming-gabrielle,Fiction,genre,oclc
moore-coming-gabrielle,Plays,genre,oclc
beals-coming-struggle-latin,History,genre,oclc
marlowe-coming-sir-autobiography,Biography,genre,oclc
mcalmon-companion-volume,Fiction,genre,oclc
mcalmon-companion-volume,Private press books (Publishing),genre,oclc
ward-compelled-hero,Fiction,genre,oclc
williams-complete-collected-poems,Biography,genre,oclc
gould-concerning-lafcadio-hearn,Bibliography,genre,oclc
joyce-concise-history-ireland,History,genre,oclc
james-confidence,Fiction,genre,oclc
twain-connecticut-yankee-king,Fiction,genre,oclc
saintsbury-consideration-thackeray,Biography,genre,oclc
ofaolain-constance-markievicz-average,Biography,genre,oclc
contact-collection-contemporary,Fiction,genre,oclc
contact-collection-contemporary,Private press books (Publishing),genre,oclc
boyd-contemporary-drama-ireland,"Criticism, interpretation, etc.",genre,oclc
boyd-contemporary-drama-ireland,Drama,genre,oclc
boyd-contemporary-drama-ireland,Plays (Performed Works),genre,oclc
boyd-contemporary-drama-ireland,Scripts (Documents),genre,oclc
lalou-contemporary-french-literature,"Criticism, interpretation, etc.",genre,oclc
rose-contemporary-movements-european,"Criticism, interpretation, etc.",genre,oclc
contemporary-poetry-prose,Periodicals,genre,oclc
harris-contemporary-portraits,Biography,genre,oclc
mirsky-contemporary-russian-literature,Biography,genre,oclc
mirsky-contemporary-russian-literature,"Criticism, interpretation, etc.",genre,oclc
lowes-convention-revolt-poetry,"Criticism, interpretation, etc.",genre,oclc
benson-conventionalists,Fiction,genre,oclc
chekhov-cooks-wedding-stories,Fiction,genre,oclc
chekhov-cooks-wedding-stories,Translations,genre,oclc
foster-coquette-history-eliza,Fiction,genre,oclc
walling-corpse-green-pyjamas,Fiction,genre,oclc
walling-corpse-green-pyjamas,Mystery fiction,genre,oclc
maugham-cosmopolitans,Fiction,genre,oclc
aiken-costumes-eros,Fiction,genre,oclc
aiken-costumes-eros,Short stories,genre,oclc
clouston-count-bunker,Fiction,genre,oclc
scott-count-robert-paris,Fiction,genre,oclc
gide-counterfeiters,Fiction,genre,oclc
mirrlees-counterplot,Fiction,genre,oclc
buchan-courts-morning,Fiction,genre,oclc
buchan-courts-morning,Roman anglais,genre,oclc
williams-craft-literature,"Criticism, interpretation, etc.",genre,oclc
boyle-crazy-hunter-three,Fiction,genre,oclc
lowndes-cressida-mystery,Fiction,genre,oclc
lowndes-cressida-mystery,Mystery fiction,genre,oclc
wild-crimes-cases-1933,Biography,genre,oclc
graham-crimson-hairs-erotic,Erotica,genre,oclc
graham-crimson-hairs-erotic,Fiction,genre,oclc
west-crisis-criticism,"Criticism, interpretation, etc.",genre,oclc
criterion,Periodicals,genre,oclc
nathan-critic-drama,"Criticism, interpretation, etc.",genre,oclc
wilde-critic-pall-mall,"Criticism, interpretation, etc.",genre,oclc
wilde-critic-pall-mall,Reviews,genre,oclc
macaulay-critical-historical-essays,"Criticism, interpretation, etc.",genre,oclc
macaulay-critical-historical-essays,Essays,genre,oclc
macaulay-critical-historical-essays,History,genre,oclc
macaulay-critical-historical-essays,Literary criticism,genre,oclc
ford-critical-attitude,"Criticism, interpretation, etc.",genre,oclc
roberts-critique-poetry,Poetry,genre,oclc
huxley-crome-yellow,Fiction,genre,oclc
hart-crooked-lane,Fiction,genre,oclc
grierson-cross-currents-english,"Criticism, interpretation, etc.",genre,oclc
colum-cross-roads-ireland,Biography,genre,oclc
de-la-mare-crossings-fairy-play,Fiction,genre,oclc
de-la-mare-crossings-fairy-play,Limitation statements (Publishing),genre,oclc
butts-crystal-cabinet,Biography,genre,oclc
cozzens-cure-flesh,Fiction,genre,oclc
bates-cut-come-fourteen,Fiction,genre,oclc
gardner-calls-murder,Fiction,genre,oclc
gardner-calls-murder,Legal stories,genre,oclc
gardner-calls-murder,Mystery fiction,genre,oclc
west-h-lawrence,Biography,genre,oclc
potter-h-lawrence-first,Biography,genre,oclc
brewster-h-lawrence-reminiscences,Personal correspondence,genre,oclc
james-daisy-miller,Fiction,genre,oclc
frederic-damnation-theron-ware,Fiction,genre,oclc
williamson-dandelion-days,Fiction,genre,oclc
baring-daphne-adeane,Fiction,genre,oclc
saroyan-daring-young-man,Fiction,genre,oclc
galsworthy-dark-flower,Romans (teksten),genre,oclc
walpole-dark-forest,Fiction,genre,oclc
stern-dark-gentleman,Fiction,genre,oclc
green-dark-journey,Fiction,genre,oclc
frank-dark-mother,Fiction,genre,oclc
mackenzie-darkening-green,Fiction,genre,oclc
mackenzie-darkening-green,Roman anglais,genre,oclc
breuer-daughter,Fiction,genre,oclc
smedley-daughter-earth,Autobiographical fiction,genre,oclc
smedley-daughter-earth,Fiction,genre,oclc
smedley-daughter-earth,Novels,genre,oclc
dickens-david-copperfield,Fiction,genre,oclc
mackail-davids-day,Fiction,genre,oclc
bosanquet-days-attica,Literatura podróżnicza angielska,genre,oclc
wilde-profundis,Gedichten (teksten),genre,oclc
newman-dead-lovers-faithful,Fiction,genre,oclc
reilly-dead-man-control,Fiction,genre,oclc
reilly-dead-man-control,Mystery fiction,genre,oclc
footner-dead-mans-hat,Fiction,genre,oclc
footner-dead-mans-hat,Mystery fiction,genre,oclc
bamford-dear-miss-heber,Sources,genre,oclc
williams-death-answers-bell,Fiction,genre,oclc
williams-death-answers-bell,Mystery fiction,genre,oclc
connington-death-swaythling-court,Fiction,genre,oclc
carr-death-five-boxes,Fiction,genre,oclc
romains-death-nobody,Fiction,genre,oclc
merezhkovsky-death-gods,Biographical fiction,genre,oclc
merezhkovsky-death-gods,Fiction,genre,oclc
merezhkovsky-death-gods,History,genre,oclc
merezhkovsky-death-gods,Russian fiction,genre,oclc
bowen-death-heart,Romans (teksten),genre,oclc
popkin-death-wears-white,Fiction,genre,oclc
clevely-deaths-counterfeit,Fiction,genre,oclc
hichens-december-love,Fiction,genre,oclc
waugh-decline-fall,Fiction,genre,oclc
spengler-decline-west,History,genre,oclc
bristow-deep-summer,Fiction,genre,oclc
bristow-deep-summer,Historical fiction,genre,oclc
fisher-deepening-stream,Fiction,genre,oclc
fisher-deepening-stream,History,genre,oclc
chesterton-defendant,Essays,genre,oclc
stephens-demi-gods,Fiction,genre,oclc
hare-describe-circle,Fiction,genre,oclc
hardy-desperate-remedies,Fiction,genre,oclc
hardy-desperate-remedies,Novels,genre,oclc
ohiggins-detective-duff-unravels,Domestic fiction,genre,oclc
ohiggins-detective-duff-unravels,Fiction,genre,oclc
ohiggins-detective-duff-unravels,Mystery fiction,genre,oclc
ohiggins-detective-duff-unravels,Short stories,genre,oclc
fletcher-detective-1-case,Periodicals,genre,oclc
nicoll-development-theatre,History,genre,oclc
thayer-dial,Periodicals,genre,oclc
meredith-diana-crossways,Fiction,genre,oclc
henderson-dianne-poytiers,Biography,genre,oclc
crowley-diary-drug-fiend,Fiction,genre,oclc
crowley-diary-drug-fiend,Memoirs,genre,oclc
james-diary-man-fifty,Fiction,genre,oclc
romanov-diary-soviet-marriage,Domestic fiction,genre,oclc
romanov-diary-soviet-marriage,Fiction,genre,oclc
king-hall-diary-young-lady,Diary fiction,genre,oclc
king-hall-diary-young-lady,Fiction,genre,oclc
evelyn-diary-john-evelyn,Biography,genre,oclc
evelyn-diary-john-evelyn,History,genre,oclc
pepys-diary-samuel-pepys,History,genre,oclc
pepys-diary-samuel-pepys,Sources,genre,oclc
lagerlof-diary-selma-lagerlof,Biography,genre,oclc
dowson-dilemmas-stories-studies,Fiction,genre,oclc
murry-discoveries-essays-literary,"Criticism, interpretation, etc.",genre,oclc
drew-discovering-drama,"Criticism, interpretation, etc.",genre,oclc
drew-discovering-drama,History,genre,oclc
andersen-nexo-ditte-daughter-man,Fiction,genre,oclc
kipling-diversity-creatures,Fiction,genre,oclc
kipling-diversity-creatures,Juvenile works,genre,oclc
kipling-diversity-creatures,Science fiction,genre,oclc
propper-divorce-court-murder,Fiction,genre,oclc
collins-doctor-looks-biography,"Criticism, interpretation, etc.",genre,oclc
collins-doctor-looks-literature,Biography,genre,oclc
collins-doctor-looks-literature,"Criticism, interpretation, etc.",genre,oclc
ashton-doctor-serocold,Fiction,genre,oclc
auden-dog-beneath-skin,Drama,genre,oclc
ibsen-dolls-house,Fiction,genre,oclc
maugham-don-fernando,"Criticism, interpretation, etc.",genre,oclc
maugham-don-fernando,History,genre,oclc
donne-donnes-sermons-selected,Sermons,genre,oclc
golding-doomington-wanderer,Fiction,genre,oclc
wells-doorstep-murders-kenneth,Detective and mystery fiction,genre,oclc
wells-doorstep-murders-kenneth,Fiction,genre,oclc
wells-doorstep-murders-kenneth,Mystery fiction,genre,oclc
dehan-dop-doctor,Fiction,genre,oclc
powys-dorothy-richardson,"Criticism, interpretation, etc.",genre,oclc
dostoevskaia-dostoevsky-portrayed-wife,Biography,genre,oclc
meier-graefe-dostoevsky-man-work,Biography,genre,oclc
royde-smith-double-heart-study,Biography,genre,oclc
couperus-dr-adriaan,Romans (teksten),genre,oclc
couperus-dr-adriaan,Vertalingen (vorm),genre,oclc
howells-dr-breens-practice,Fiction,genre,oclc
stoker-dracula,Classic fiction,genre,oclc
stoker-dracula,Fiction,genre,oclc
stoker-dracula,Ghost stories,genre,oclc
van-dine-dragon-murder-case,Fiction,genre,oclc
wilson-dragons-blood,Fiction,genre,oclc
shaw-dramatic-opinions-essays,"Criticism, interpretation, etc.",genre,oclc
montague-dramatic-values,"Criticism, interpretation, etc.",genre,oclc
montague-dramatic-values,Drama,genre,oclc
jonson-dramatic-works-lyrics,Biography,genre,oclc
williams-dreadful-night,Fiction,genre,oclc
grahame-dream-days,Fiction,genre,oclc
fletcher-dressing-room-murder,Fiction,genre,oclc
fletcher-dressing-room-murder,Mystery fiction,genre,oclc
gardiner-drink-mr-cherry,Fiction,genre,oclc
gardiner-drink-mr-cherry,Mystery fiction,genre,oclc
boyd-drums,Fiction,genre,oclc
boyd-drums,History,genre,oclc
edmonds-drums-along-mohawk,Fiction,genre,oclc
edmonds-drums-along-mohawk,History,genre,oclc
joyce-dubliners,Fiction,genre,oclc
rogers-dusk-grove,Fiction,genre,oclc
dopp-early-farmers,Juvenile works,genre,oclc
mackenzie-early-life-adventures,Fiction,genre,oclc
hardy-early-life-thomas,Biografieën (vorm),genre,oclc
yeats-early-memories-chapters,Biography,genre,oclc
reed-early-tudor-drama,"Criticism, interpretation, etc.",genre,oclc
austin-earth-horizon,Biography,genre,oclc
maugham-east-west-collected,Fiction,genre,oclc
glenn-east-eden,Fiction,genre,oclc
buck-east-wind-west,Fiction,genre,oclc
bede-ecclesiastical-history-english,Church history,genre,oclc
beckett-echos-bones-precipitates,Poetry,genre,oclc
ransome-edgar-allan-poe,"Criticism, interpretation, etc.",genre,oclc
cummings-eimi,Biography,genre,oclc
bordeux-eleonora-duse-story,Biography,genre,oclc
pound-eleven-new-cantos,American poetry,genre,oclc
pound-eleven-new-cantos,Poetry,genre,oclc
strachey-elizabeth-essex-tragic,Biography,genre,oclc
harrison-elizabethan-journal,History,genre,oclc
aydelotte-elizabethan-rogues-vagabonds,History,genre,oclc
lewis-elmer-gantry,Fiction,genre,oclc
bennett-elsie-child-stories,Fiction,genre,oclc
bennett-elsie-child-stories,Short stories,genre,oclc
austen-emma,Fiction,genre,oclc
austen-emma,Humorous fiction,genre,oclc
austen-emma,Love stories,genre,oclc
dobree-emperors-tigers,Fiction,genre,oclc
adams-empty-bed,Fiction,genre,oclc
gibbons-enbury-heath,Fiction,genre,oclc
richardson-end-childhood-stories,Fiction,genre,oclc
kaye-smith-end-house-alard,Fiction,genre,oclc
thackeray-english-humorists-eighteenth,Biography,genre,oclc
thackeray-english-humorists-eighteenth,"Criticism, interpretation, etc.",genre,oclc
english-literature,"Criticism, interpretation, etc.",genre,oclc
mottram-english-miss,Fiction,genre,oclc
gould-english-novel-today,Biography,genre,oclc
peacock-english-verse,Poetry,genre,oclc
masefield-enslaved-poems,Poetry,genre,oclc
beckford-episodes-vathek,Fantastic fiction,genre,oclc
beckford-episodes-vathek,Fiction,genre,oclc
beckford-episodes-vathek,Gothic fiction,genre,oclc
butler-erewhon-revisited-twenty,English fiction,genre,oclc
butler-erewhon-revisited-twenty,Fiction,genre,oclc
butler-erewhon-revisited-twenty,"Satire, English",genre,oclc
butler-erewhon-revisited-twenty,Satires,genre,oclc
scott-escapade,Fiction,genre,oclc
lawrence-escaped-cock,Fiction,genre,oclc
lawrence-escaped-cock,Manuscripts,genre,oclc
gingrich-esquire,Periodicals,genre,oclc
pope-essay-criticism,Early works,genre,oclc
emerson-essays,Specimens,genre,oclc
yeats-essays,Literature,genre,oclc
macaulay-macaulay-essays,Biography,genre,oclc
thoreau-essays-writings-henry,American prose literature,genre,oclc
