,id,type,counts
3109,rickword-left-review,overborrows,6
3110,rickword-scrutinies-various-writers,overborrows,3
3111,riding-anarchism-enough,overborrows,1
3112,riding-contemporaries-snobs,overborrows,1
3113,riding-survey-modernist-poetry,overborrows,1
3114,riding-trojan-ending,overborrows,1
3115,ridley-poetry-ordinary-reader,overborrows,1
3116,riley-personal-appearance-new,overborrows,1
3117,rilke-stories-god,overborrows,1
3118,rinehart-lost-ecstasy-novel,overborrows,1
3119,rinehart-state-versus-elinor,unknown_borrows,1
3120,rinehart-wall,overborrows,4
3121,ringel-america-americans-see,overborrows,1
3122,ritchie-records-tennyson-ruskin,overborrows,1
3123,rittenhouse-little-book-modern,overborrows,1
3124,rittenhouse-second-book-modern,overborrows,1
3125,road,overborrows,1
3126,road,post1942_events,1
3127,robert-elizabeth-browning,unknown_borrows,1
3128,roberts-black-true-loves,overborrows,2
3129,roberts-black-true-loves,post1942_events,1
3130,roberts-critique-poetry,overborrows,1
3131,roberts-faber-book-modern,post1942_events,1
3132,roberts-guests-arrive,overborrows,1
3133,roberts-heart-flesh-novel,overborrows,1
3134,roberts-new-country-prose,sunday_shopers,1
3135,roberts-new-signatures-poems,overborrows,1
3136,roberts-northwest-passage,overborrows,4
3137,roberts-rachel-marr,overborrows,1
3138,roberts-salt-sea,unknown_borrows,1
3139,roberts-victoria-four-thirty,overborrows,2
3140,robertson-explorations,overborrows,2
3141,robinson-collected-poems,overborrows,1
3142,rodda-theme-murder,overborrows,5
3143,rodocanachi-forever-ulysses,overborrows,2
3144,rogers-dusk-grove,overborrows,3
3145,rogers-dusk-grove,sunday_shopers,1
3146,rohmer-daughter-fu-manchu,overborrows,1
3147,romains-death-nobody,overborrows,1
3148,romanov-diary-soviet-marriage,overborrows,1
3149,romilly-bounds-education-giles,overborrows,2
3150,roosevelt-african-game-trails,overborrows,1
3151,roosevelt-looking-forward,overborrows,1
3152,roosevelt-story,post1942_events,1
3153,rose-contemporary-movements-european,overborrows,2
3154,rose-gordon-craig-theatre,overborrows,2
3155,rosenberg-collected-works-isaac,overborrows,1
3156,rosenberg-eleanor-aquitaine-queen,overborrows,4
3157,rosenfeld-musical-chronicle-1917,overborrows,3
3158,rosenfeld-musical-portraits,overborrows,1
3159,ross-new-yorker,overborrows,51
3160,ross-new-yorker,sunday_shopers,2
3161,ross-new-yorker,unknown_borrows,2
3162,rossetti-pre-raphaelite-diaries,longterm_borrows,1
3163,rossettis-poetical-works,post1942_events,1
3164,rossettis-poetical-works,unknown_borrows,1
3165,rossi-swift-egotist,overborrows,1
3166,rosten-education-hyman-kaplan,overborrows,1
3167,rosten-education-hyman-kaplan,unknown_borrows,1
3168,rosten-strangest-places,overborrows,1
3169,rousseau-emile-education,overborrows,1
3170,royde-smith-double-heart-study,unknown_borrows,1
3171,royde-smith-younger-venus,overborrows,2
3172,rubstein-great-english-plays,sunday_shopers,1
3173,ruck-subconscious-courtship-novel,overborrows,2
3174,runyon-somewhat,overborrows,2
3175,runyon-somewhat,post1942_events,1
3176,ruskin-stones-venice,overborrows,1
3177,russell-abc-relativity,overborrows,2
3178,russell-problem-china,overborrows,1
3179,russell-problems-philosophy,overborrows,1
3180,russell-way-peace,overborrows,1
3181,rylands-words-poetry,overborrows,1
3182,rylee-deep-dark-river,overborrows,1
3183,rylee-deep-dark-river,post1942_events,1
3184,sabatini-bardelys-magnificent,overborrows,1
3185,sabatini-fortunes-fool,overborrows,1
3186,sackville-west-dark-island,overborrows,2
3187,sackville-west-edwardians,overborrows,2
3188,sackville-west-family-history,overborrows,2
3189,sackville-west-family-history,sunday_shopers,1
3190,sackville-west-passion-spent,overborrows,2
3191,sackville-west-passion-spent,sunday_shopers,1
3192,sackville-west-pepita,overborrows,6
3193,sackville-west-simpson-life,overborrows,1
3194,sadleir-foolish-things,overborrows,2
3195,sadleir-trollope-commentary,overborrows,1
3196,saintsbury-dryden,overborrows,2
3197,saintsbury-english-novel,overborrows,1
3198,saintsbury-history-elizabethan-literature,overborrows,1
3199,saintsbury-short-history-english,overborrows,2
3200,saki-reginald-russia-sketches,overborrows,1
3201,saltmarsh-evidence-personal-survival,sunday_shopers,1
3202,salutation,overborrows,1
3203,sampson-cambridge-book-prose,overborrows,1
3204,samuel-pepys,overborrows,1
3205,sanchez-life-mrs-robert,overborrows,1
3206,sand-intimate-journal-george,overborrows,1
3207,sandburg-chicago-poems,unknown_borrows,1
3208,sandburg-rootabaga-stories,overborrows,2
3209,sandburg-selected-poems-carl,overborrows,3
3210,sandburg-slabs-sunburnt-west,overborrows,1
3211,sandburg-smoke-steel,overborrows,3
3212,sanders-man-michigan-western,overborrows,1
3213,sanger-fight-birth-control,overborrows,1
3214,sanger-woman-new-race,overborrows,1
3215,sanskrit-literature,overborrows,1
3216,sanskrit-literature,unknown_borrows,1
3217,santayana-character-opinion-united,overborrows,1
3218,santayana-interpretations-poetry-religion,overborrows,1
3219,santayana-last-puritan-memoir,overborrows,6
3220,santayana-last-puritan-memoir,sunday_shopers,1
3221,santayana-last-puritan-memoir,unknown_borrows,1
3222,santayana-life-reason,overborrows,1
3223,santayana-reason-society,overborrows,1
3224,saroyan-daring-young-man,overborrows,5
3225,saroyan-daring-young-man,post1942_events,2
3226,saroyan-daring-young-man,unknown_borrows,1
3227,saroyan-gay-melancholy-flux,overborrows,3
3228,saroyan-inhale-exhale,overborrows,5
3229,saroyan-peace-wonderful,overborrows,1
3230,saroyan-peace-wonderful,post1942_events,1
3231,sarton-single-hound,overborrows,2
3232,sassoon-memoirs-fox-hunting,overborrows,1
3233,sassoon-memoirs-fox-hunting,post1942_events,2
3234,sassoon-memoirs-fox-hunting,unknown_borrows,1
3235,sassoon-memoirs-infantry-officer,overborrows,1
3236,sassoon-old-century-seven,overborrows,2
3237,sassoon-old-century-seven,post1942_events,2
3238,sassoon-old-century-seven,sunday_shopers,1
3239,sassoon-sherstons-progress,overborrows,2
3240,sayers-busmans-honeymoon,overborrows,6
3241,sayers-busmans-honeymoon,unknown_borrows,1
3242,sayers-carcase,overborrows,5
3243,sayers-clouds-witness,overborrows,1
3244,sayers-documents-case,overborrows,1
3245,sayers-five-red-herrings,overborrows,5
3246,sayers-gaudy-night,overborrows,7
3247,sayers-gaudy-night,post1942_events,2
3248,sayers-gaudy-night,sunday_shopers,2
3249,sayers-gaudy-night,unknown_borrows,1
3250,sayers-great-short-stories,overborrows,2
3251,sayers-lord-peter-views,overborrows,3
3252,sayers-murder-must-advertise,overborrows,4
3253,sayers-murder-must-advertise,sunday_shopers,1
3254,sayers-nine-tailors,overborrows,5
3255,sayers-strong-poison,overborrows,3
3256,sayers-teeth-evidence,overborrows,1
3257,sayers-unnatural-death,overborrows,5
3258,sayers-whose-body,overborrows,3
3259,sayler-russian-theatre,overborrows,1
3260,schiff-true-story-three,overborrows,2
3261,schlumberger-seventh-age-saint,overborrows,2
3262,schonfield-letters-frederick-tennyson,overborrows,1
3263,schumann-schumanns-johannes-brahms,overborrows,1
3264,scott-bewilderment,overborrows,1
3265,scott-count-robert-paris,overborrows,1
3266,scott-escapade,overborrows,1
3267,scott-escapade,sunday_shopers,1
3268,scott-james-fifty-years-english,post1942_events,1
3269,scott-james-fifty-years-english,unknown_borrows,1
3270,scott-moncrieff-marcel-proust-english,overborrows,1
3271,scott-portrait-zelide,overborrows,2
3272,scott-rob-roy,overborrows,1
3273,seabrook-asylum,overborrows,2
3274,seabrook-magic-island,overborrows,5
3275,secret-lives,unknown_borrows,1
3276,sedgwick-atlantic-monthly,overborrows,3
3277,sedgwick-atlantic-monthly,post1942_events,1
3278,sedgwick-little-french-girl,overborrows,1
3279,sedgwick-old-countess,overborrows,2
3280,sedgwick-philippa,overborrows,1
3281,sedgwick-philippa,unknown_borrows,1
3282,seiss-golden-altar-forms,overborrows,1
3283,seldes-movies-millions-account,overborrows,1
3284,self-portrait,unknown_borrows,1
3285,seymour-unquiet-field,overborrows,2
3286,shadow,overborrows,1
3287,shakespeare-coriolanus,overborrows,1
3288,shakespeare-fifteen-plays-shakespeare,overborrows,1
3289,shakespeare-fifteen-plays-shakespeare,unknown_borrows,1
3290,shakespeare-macbeth,overborrows,1
3291,shakespeare-merchant-venice,overborrows,1
3292,shakespeare-songs-sonnets,overborrows,1
3293,shakespeare-songs-sonnets,sunday_shopers,1
3294,shakespeare-songs-sonnets-2,overborrows,1
3295,shakespeare-tempest,overborrows,1
3296,shakespeares-england,overborrows,2
3297,shanks-queen-china-poems,unknown_borrows,1
3298,shanks-richest-man,overborrows,1
3299,sharp-harlequin-house,overborrows,5
3300,sharp-nutmeg-tree,overborrows,2
3301,shaw-adventures-black-girl,overborrows,1
3302,shaw-adventures-black-girl,unknown_borrows,1
3303,shaw-apple-cart-political,overborrows,1
3304,shaw-back-methuselah-metabiological,overborrows,2
3305,shaw-back-methuselah-metabiological,unknown_borrows,1
3306,shaw-cashel-byrons-profession,overborrows,2
3307,shaw-cashel-byrons-profession,sunday_shopers,1
3308,shaw-doctors-dilemma,overborrows,1
3309,shaw-good-king-charless,overborrows,1
3310,shaw-heartbreak-house-fantasia,overborrows,1
3311,shaw-heartbreak-house-fantasia,unknown_borrows,1
3312,shaw-intelligent-womans-guide,overborrows,2
3313,shaw-irrational-knot,overborrows,1
3314,shaw-irrational-knot,unknown_borrows,1
3315,shaw-john-bulls-island,overborrows,1
3316,shaw-london-music-1888,overborrows,1
3317,shaw-plays-pleasant-unpleasant,overborrows,3
3318,shaw-quintessence-ibsenism,unknown_borrows,1
3319,shaw-saint-joan-chronicle,overborrows,4
3320,shaw-simpleton-rocks,overborrows,1
3321,shaw-three-plays-puritans,overborrows,1
3322,shaw-three-plays-puritans,unknown_borrows,1
3323,shaw-true-good,overborrows,1
3324,shaw-unsocial-socialist,overborrows,1
3325,sheean-search-history,overborrows,1
3326,shelley-letters-percy-bysshe,overborrows,1
3327,shelley-poetical-works-percy,overborrows,4
3328,shelley-shelleys-lost-letters,overborrows,2
3329,sheridan,overborrows,1
3330,sheridan-dramatic-works-richard,overborrows,1
3331,sherriff-greengates-novel,overborrows,1
3332,sherwood-abe-lincoln-illinois,overborrows,1
3333,shi-men-brothers,overborrows,1
3334,shi-men-brothers,post1942_events,1
3335,short-history-american,overborrows,1
3336,short-stories,overborrows,1
3337,shorthouse-john-inglesant,overborrows,1
3338,show-girl,overborrows,1
3339,sidgwick-gentleman-idyll-quarter,overborrows,1
3340,sillitoe-saturday-night-sunday,post1942_events,2
3341,sillitoe-saturday-night-sunday,unknown_borrows,1
3342,simpson-boomerang,overborrows,1
3343,simpson-saraband-dead-lovers,overborrows,2
3344,sinclair-allinghams,overborrows,2
3345,sinclair-american-outpost-book,overborrows,2
3346,sinclair-american-outpost-book,sunday_shopers,1
3347,sinclair-anne-severn-fieldings,overborrows,2
3348,sinclair-belfry,overborrows,1
3349,sinclair-boston,overborrows,2
3350,sinclair-brass-check,overborrows,1
3351,sinclair-creators-comedy,overborrows,1
3352,sinclair-far-end,overborrows,1
3353,sinclair-jimmie-higgins,overborrows,1
3354,sinclair-jungle,overborrows,2
3355,sinclair-king-coal-novel,post1942_events,1
3356,sinclair-king-midas,overborrows,1
3357,sinclair-mary-olivier-life,overborrows,1
3358,sinclair-mountain-city,sunday_shopers,1
3359,sinclair-mr-waddington-wyck,overborrows,1
3360,sinclair-sylvias-marriage-novel,overborrows,1
3361,sinclair-uncanny-stories,overborrows,1
3362,sinnett-growth-soul,overborrows,3
3363,sir-roger-coverley,unknown_borrows,1
3364,sisson-lost-plays-shakespeares,overborrows,1
3365,sitwell-alexander-pope,overborrows,2
3366,sitwell-bombardment,overborrows,1
3367,sitwell-bombardment,post1942_events,1
3368,sitwell-collected-poems-edith,post1942_events,1
3369,sitwell-dance-quick-dead,overborrows,1
3370,sitwell-days,overborrows,3
3371,sitwell-days,post1942_events,1
3372,sitwell-days,sunday_shopers,1
3373,sitwell-far-home-stories,overborrows,1
3374,sitwell-far-home-stories,post1942_events,1
3375,sitwell-german-baroque-art,overborrows,1
3376,sitwell-hundred-one-harlequins,overborrows,2
3377,sitwell-live-black-sun,overborrows,3
3378,sitwell-mozart,overborrows,1
3379,sitwell-pleasures-poetry-critical,overborrows,1
3380,sitwell-poetry-criticism,overborrows,1
3381,sitwell-poetry-criticism,sunday_shopers,1
3382,sitwell-southern-baroque-art,overborrows,1
3383,sitwell-summer-day-autobiographical,overborrows,2
3384,sitwell-trio-dissertations-aspects,overborrows,1
3385,sitwell-trio-dissertations-aspects,post1942_events,1
3386,sitwell-triple-fugue,overborrows,2
3387,sitwell-wooden-pegasus,overborrows,1
3388,sitwell-wooden-pegasus,sunday_shopers,1
3389,six-plays,overborrows,4
3390,six-plays,unknown_borrows,1
3391,smedley-daughter-earth,overborrows,1
3392,smith-afterthoughts,overborrows,1
3393,smith-andy-gump,overborrows,1
3394,smith-ballerina,overborrows,1
3395,smith-beadle,overborrows,1
3396,smith-beginning-origin-civilization,overborrows,2
3397,smith-beginning-origin-civilization,post1942_events,1
3398,smith-bishops-jaegers,overborrows,1
3399,smith-complete-history-lives,overborrows,1
3400,smith-flamenco,overborrows,1
3401,smith-spanish-house,overborrows,2
3402,smith-treasury-english-aphorisms,overborrows,1
3403,smith-trivia,overborrows,3
3404,smith-unforgotten-years,overborrows,2
3405,smith-unforgotten-years,post1942_events,1
3406,smith-words-idioms-studies,overborrows,2
3407,smollett-expedition-humphry-clinker,overborrows,2
3408,smollett-expedition-humphry-clinker,unknown_borrows,1
3409,smyth-three-legged-tour,post1942_events,1
3410,snell-blue-murder,overborrows,1
3411,snell-kontrol,overborrows,1
3412,solano-way,overborrows,1
3413,solomon-bergson,overborrows,1
3414,somervile-big-house-inver,overborrows,1
3415,somervile-dan-russel-fox,unknown_borrows,1
3416,somervile-experiences-irish-r,overborrows,2
3417,somervile-experiences-irish-r,unknown_borrows,1
3418,sophocles-oedipus-etc,overborrows,1
3419,soutar-equality-island,overborrows,1
3420,soviet-russia,overborrows,1
3421,speaight-unbroken-heart,overborrows,1
3422,speaight-unbroken-heart,sunday_shopers,1
3423,spender-backward,overborrows,3
3424,spender-backward,post1942_events,2
3425,spender-burning-cactus,overborrows,6
3426,spender-burning-cactus,sunday_shopers,1
3427,spender-burning-cactus,unknown_borrows,1
3428,spender-destructive-element-study,overborrows,3
3429,spender-forward-liberalism,overborrows,1
3430,spender-government-mankind,overborrows,1
3431,spender-poems,overborrows,1
3432,spender-poetry-since-1939,post1942_events,3
3433,spender-still-centre,overborrows,3
3434,spender-trial-judge-tragedy,overborrows,3
3435,spender-trial-judge-tragedy,unknown_borrows,1
3436,spender-vienna,overborrows,1
3437,spens-elizabethan-drama,overborrows,2
3438,spenser-edmund-spenser,overborrows,3
3439,spinoza,overborrows,1
3440,spinoza,unknown_borrows,1
3441,sprigg-six-queer-things,overborrows,1
3442,spring-my-son-my,overborrows,6
3443,squire-london-mercury,overborrows,10
3444,squire-london-mercury,unknown_borrows,1
3445,squire-selections-modern-poets,overborrows,1
3446,st-john-de-crevecoeur-letters-american-farmer,overborrows,1
3447,stacpoole-stories-east-west,overborrows,1
3448,stanley-letters-lady-augusta,overborrows,1
3449,starrett-fourteen-great-detective,overborrows,1
3450,stead-house-nations,overborrows,2
3451,stead-salzburg-tales,overborrows,3
3452,stead-seven-poor-men,overborrows,1
3453,stead-seven-poor-men,unknown_borrows,1
3454,steed-vital-peace-study,overborrows,2
3455,steffens-autobiography-lincoln-steffens,overborrows,2
3456,steffens-autobiography-lincoln-steffens,unknown_borrows,1
3457,stein-autobiography-alice-b,overborrows,2
3458,stein-autobiography-alice-b,sunday_shopers,1
3459,stein-composition-explanation,post1942_events,2
3460,stein-everybodys-autobiography,overborrows,3
3461,stein-geography-plays,overborrows,2
3462,stein-lectures-america,overborrows,1
3463,stein-narration-four-lectures,overborrows,1
3464,stein-three-lives,overborrows,6
3465,stein-three-lives,unknown_borrows,1
3466,steinbeck,post1942_events,1
3467,steinbeck-dubious-battle,post1942_events,1
3468,steinbeck-dubious-battle,unknown_borrows,1
3469,steinbeck-grapes-wrath,overborrows,8
3470,steinbeck-grapes-wrath,post1942_events,1
3471,steinbeck-grapes-wrath,unknown_borrows,1
3472,steinbeck-long-valley,overborrows,5
3473,steinbeck-long-valley,post1942_events,1
3474,steinbeck-long-valley,unknown_borrows,1
3475,steinbeck-mice-men,overborrows,3
3476,steinbeck-mice-men,unknown_borrows,2
3477,steinbeck-tortilla-flat,overborrows,3
3478,steinbeck-tortilla-flat,unknown_borrows,1
3479,stendhal-charterhouse-parma,unknown_borrows,1
3480,stendhal-red-black,overborrows,3
3481,stephen-alexander-pope,overborrows,1
3482,stephens-charwomans-daughter,overborrows,5
3483,stephens-charwomans-daughter,sunday_shopers,1
3484,stephens-crock-gold,overborrows,5
3485,stephens-demi-gods,overborrows,1
3486,stephens-etched-moonlight,overborrows,3
3487,stephens-irish-fairy-tales,overborrows,4
3488,stephens-ladies,overborrows,1
3489,stephens-ladies,unknown_borrows,1
3490,stephens-land-youth,overborrows,5
3491,stephens-mary-mary,overborrows,2
3492,stephens-women-french-revolution,overborrows,1
3493,stern-augs-exaggeration,overborrows,1
3494,stern-dark-gentleman,overborrows,4
3495,stern-debonair-story-persephone,overborrows,1
3496,stern-heartless-land,overborrows,2
3497,stern-heartless-land,sunday_shopers,1
3498,stern-heartless-land,unknown_borrows,1
3499,stern-jack-amanory,overborrows,1
3500,stern-little-red-horses,overborrows,5
3501,stern-man-loved,post1942_events,1
3502,stern-pelican-walking,overborrows,1
3503,stern-rueful-mating,overborrows,2
3504,stern-shining-free,overborrows,1
3505,stern-shortest-night,overborrows,1
3506,stern-something-wrong-collective,overborrows,2
3507,stern-thunderstorm,overborrows,1
3508,stern-woman-hall,overborrows,4
3509,sterne-letters-laurence-sterne,overborrows,1
3510,sterne-life-opinions-tristram,overborrows,1
3511,sterne-works-sterne-life,longterm_borrows,2
3512,sterne-works-sterne-life,overborrows,2
3513,sterne-works-sterne-life,post1942_events,1
3514,sterne-works-sterne-life,unknown_borrows,1
3515,steuart-romance-paris-streets,overborrows,1
3516,stevens-brawny-man,unknown_borrows,1
3517,stevens-harmonium,overborrows,5
3518,stevenson-across-plains,overborrows,1
3519,stevenson-black-arrow-tale,overborrows,1
3520,stevenson-familiar-studies-men,overborrows,1
3521,stevenson-merry-men-tales,overborrows,1
3522,stevenson-prince-otto,overborrows,1
3523,stevenson-strange-case-dr,overborrows,2
3524,stevenson-strange-case-dr,sunday_shopers,1
3525,stevenson-travels-donkey-vennes,overborrows,2
3526,stevenson-virginibus-puerisque-papers,overborrows,1
3527,stivens-tramp-stories,unknown_borrows,1
3528,stout-red-bull-buried,overborrows,1
3529,strachey-books-characters-french,overborrows,3
3530,strachey-books-characters-french,unknown_borrows,1
3531,strachey-characters-commentaries,overborrows,2
3532,strachey-coming-struggle-power,overborrows,1
3533,strachey-elizabeth-essex-tragic,overborrows,7
3534,strachey-eminent-victorians,overborrows,6
3535,strachey-eminent-victorians,sunday_shopers,1
3536,strachey-freedom-results,overborrows,2
3537,strachey-landmarks-french-literature,overborrows,1
3538,strachey-madonna-barricades-memoirs,overborrows,1
3539,strachey-nature-capitalist-crisis,overborrows,2
3540,strachey-portraits-miniature-essays,overborrows,3
3541,strachey-queen-victoria,overborrows,1
3542,strachey-queen-victoria,unknown_borrows,1
3543,strachey-what-are-we,overborrows,1
3544,strahan-meriwether-mystery,overborrows,1
3545,strange-silent-witnesses,overborrows,3
3546,strange-silent-witnesses,unknown_borrows,1
3547,street-clue-silver-cellar,overborrows,2
3548,street-dark-tunnel,overborrows,3
3549,street-death-boat-train,overborrows,3
3550,street-face-verdict,overborrows,3
3551,streeter-mr-hobbs-vacation,post1942_events,1
3552,streit-union-now,unknown_borrows,1
3553,stribling-unfinished-cathedral,overborrows,2
3554,strindberg-confession-fool,overborrows,1
3555,strindberg-easter-plays,overborrows,1
3556,strindberg-married,unknown_borrows,1
3557,strindberg-miss-julie-plays,overborrows,1
3558,strindberg-plays-august-strindberg-first,unknown_borrows,1
3559,strindberg-plays-august-strindberg-second,overborrows,1
3560,strindberg-plays-august-strindberg-third,overborrows,1
3561,strong-change-worlds-remaking,overborrows,2
3562,strong-sea-wall,overborrows,1
3563,studies-humanism,overborrows,1
3564,studio-book-number,overborrows,1
3565,sturt-francis-bacon-biography,overborrows,1
3566,suckow-iowa-interiors,overborrows,1
3567,sullen-night,overborrows,1
3568,sullivan-grace-god,overborrows,1
3569,summers-history-witchcraft-demonology,overborrows,1
3570,summers-history-witchcraft-demonology,unknown_borrows,1
3571,swift,overborrows,1
3572,swift-choice-works-dean,overborrows,2
3573,swift-choice-works-dean,sunday_shopers,2
3574,swift-gullivers-travels,overborrows,1
3575,swift-gullivers-travels,post1942_events,1
3576,swift-journal-stella,overborrows,1
3577,swift-satires-personal-writings,overborrows,2
3578,swift-tale-tub,overborrows,1
3579,swift-tale-tub,sunday_shopers,1
3580,swinburne-2,overborrows,1
3581,swinburne-letters-algernon-charles,overborrows,1
3582,swinburne-selections-algernon-charles,overborrows,1
3583,swinnerton-casement,overborrows,2
3584,swinnerton-chaste-wife,overborrows,1
3585,swinnerton-elder-sister,overborrows,1
3586,swinnerton-george-gissing-critical,overborrows,1
3587,swinnerton-georgian-literary-scene,overborrows,1
3588,swinnerton-nocturne,overborrows,2
3589,swinnerton-staircase,overborrows,1
3590,swinnerton-three-lovers,overborrows,2
3591,symonds-shelley,overborrows,1
3592,symonds-shelley,unknown_borrows,1
3593,symons-charles-baudelaire-study,overborrows,1
3594,symons-charles-baudelaire-study,sunday_shopers,1
3595,symons-william-blake,overborrows,1
3596,synge-aran-islands,unknown_borrows,1
3597,synge-dramatic-works-john,overborrows,1
3598,synge-playboy-western-world,overborrows,3
3599,synge-plays,unknown_borrows,1
3600,synge-tinkers-wedding,overborrows,2
3601,synge-travels-wicklow-west,overborrows,1
3602,synge-well-saints-play,unknown_borrows,1
3603,tagore-broken-ties-stories,overborrows,1
3604,tagore-cycle-spring,overborrows,1
3605,tagore-gitanjali,overborrows,1
3606,tagore-king-dark-chamber,overborrows,1
3607,tagore-mashi-stories,overborrows,1
3608,tagore-nationalism,overborrows,1
3609,tarkington-alice-adams,overborrows,1
3610,tarkington-lorenzo-bunch,overborrows,1
3611,tarkington-plutocrat,overborrows,1
3612,tarkington-rumbin-galleries,overborrows,1
3613,tarkington-seventeen-tale-youth,unknown_borrows,1
3614,tarkington-women,overborrows,2
3615,tatchell-happy-traveller-book,overborrows,1
3616,tate-fathers,overborrows,4
3617,tate-reactionary-essays-poetry,overborrows,3
3618,tate-selected-poems,overborrows,2
3619,tavernier-confluences,post1942_events,2
3620,tavernier-confluences,sunday_shopers,2
3621,taylor-banbury-bog,overborrows,1
3622,taylor-figure-away-asey,overborrows,2
3623,taylor-mediaeval-mind-history,overborrows,1
3624,taylor-one-crystal-mother,overborrows,1
3625,technique-contemporary-theatre,overborrows,1
3626,teilhet-crimson-hair-murders,overborrows,1
3627,teilhet-feather-cloak-murders,overborrows,2
3628,teilhet-ticking-terror-murders,overborrows,1
3629,tennyson-poems-tennyson,overborrows,1
3630,tennyson-s-poetical,overborrows,1
3631,thackeray,unknown_borrows,1
3632,thackeray-history-henry-esmond,overborrows,1
3633,thackeray-newcomes,overborrows,1
3634,thackeray-vanity-fair,overborrows,2
3635,thackeray-wolves-lamb,overborrows,1
3636,thackeray-wolves-lamb,unknown_borrows,1
3637,thayer-dial,overborrows,9
3638,thayer-dial,unknown_borrows,4
3639,thomas-algernon-charles-swinburne,overborrows,1
3640,thomas-dekker,overborrows,1
3641,thomas-map-love,post1942_events,1
3642,thomas-map-love,unknown_borrows,1
3643,thomas-portrait-artist-young,overborrows,1
3644,thomas-portrait-artist-young,post1942_events,2
3645,thomas-portrait-artist-young,unknown_borrows,1
3646,thompson-adventure-christopher-columin,overborrows,5
3647,thompson-breakfast-bed,overborrows,4
3648,thompson-breakfast-bed,post1942_events,2
3649,thompson-breakfast-bed,sunday_shopers,1
3650,thompson-chariot-wheels,overborrows,3
3651,thompson-francis-thompsons-works,overborrows,3
3652,thompson-francis-thompsons-works,unknown_borrows,1
3653,thompson-hounds-spring,overborrows,2
3654,thompson-life,overborrows,1
3655,thompson-life-charles-lord,overborrows,2
3656,thompson-saint-ignatius-loyola,overborrows,2
3657,thompson-shelley,overborrows,1
3658,thompson-silver-rattle,overborrows,5
3659,thompson-silver-rattle,unknown_borrows,1
3660,thompson-third-act-venice,overborrows,3
3661,thompson-third-act-venice,sunday_shopers,1
3662,thompson-third-act-venice,unknown_borrows,2
3663,thomson-poetical-works-james,overborrows,2
3664,thomson-poetical-works-james,unknown_borrows,1
3665,thoreau,overborrows,1
3666,thoreau-essays-writings-henry,overborrows,2
3667,thoreau-walden,overborrows,1
3668,thorndike-minor-elizabethan-drama,overborrows,1
3669,thorndike-minor-elizabethan-drama,post1942_events,1
3670,thorndike-minor-elizabethan-drama,unknown_borrows,1
3671,thorp-charles-kingsley-1819,overborrows,1
3672,three-daughters,overborrows,1
3673,three-loves,overborrows,2
3674,three-loves,unknown_borrows,1
3675,thurber-let-mind-alone,overborrows,3
3676,thurber-let-mind-alone,post1942_events,2
3677,thurber-let-mind-alone,sunday_shopers,1
3678,thurber-let-mind-alone,unknown_borrows,1
3679,thurlow-mating-cry,sunday_shopers,1
3680,tilly-memoirs-comte-alexandre,overborrows,1
3681,toksvig-eves-doctor,overborrows,4
3682,tolstoi-final-struggle,overborrows,1
3683,tolstoy-anna-karenina,overborrows,1
3684,tolstoy-christianity-patriotism,overborrows,1
3685,tolstoy-kreutzer-sonata,overborrows,1
3686,tolstoy-letters-tolstoy-cousin,overborrows,1
3687,tolstoy-war-peace,overborrows,2
3688,tolzien-rathenau,overborrows,1
3689,tom-brown,overborrows,1
3690,tomlinson-hands,overborrows,3
3691,tomlinson-norman-douglas,overborrows,2
3692,tomlinson-sea-jungle,overborrows,2
3693,tomlinson-snows-helicon,overborrows,1
3694,tomlinson-soundings,overborrows,1
3695,tomlinson-south-cadiz,overborrows,2
3696,tomlinson-yesterdays,overborrows,2
3697,tone-patriot-adventurer,overborrows,1
3698,tracy-personal-appearance-lioness,overborrows,3
3699,tracy-personal-appearance-lioness,sunday_shopers,1
3700,traill-coleridge,overborrows,1
3701,traill-sterne,overborrows,1
3702,train-manhattan-murder,overborrows,1
3703,trent-history-american-literature,overborrows,1
3704,trevelyan-clio-muse-essays,overborrows,4
3705,trilling-middle-journey,post1942_events,1
3706,trites-gypsy,sunday_shopers,1
3707,trites-paterfamilias,overborrows,1
3708,trollope-barchester-towers,overborrows,1
3709,trollope-bertrams,overborrows,3
3710,trollope-claverings,overborrows,2
3711,trollope-framley-parsonage,overborrows,1
3712,trollope-last-chronicle-barset,overborrows,1
3713,trollope-marion-fay,overborrows,1
3714,trollope-orley-farm,overborrows,3
3715,trollope-thackeray,overborrows,1
3716,trotsky-history-russian-revolution,overborrows,2
3717,trotsky-revolution-betrayed-soviet,overborrows,1
3718,tudor-drama,overborrows,1
3719,turgenev-eve,overborrows,1
3720,turgenev-eve,unknown_borrows,1
3721,turgenev-fathers-children,overborrows,1
3722,turgenev-knock-knock-knock,overborrows,1
3723,turgenev-smoke,overborrows,1
3724,turgenev-sportsmans-sketches,overborrows,1
3725,turgenev-sportsmans-sketches,unknown_borrows,1
3726,turgenev-two-friends-stories,overborrows,2
3727,turner-death-honour,overborrows,2
3728,turner-music-life,overborrows,1
3729,turquet-milnes-pascal-proust-studies,overborrows,1
3730,twain-adventures-huckleberry-finn,overborrows,3
3731,twain-adventures-tom-sawyer,overborrows,3
3732,twain-letters-mark-twain,overborrows,1
3733,twain-mark-twains-autobiography,overborrows,1
3734,twain-mark-twains-autobiography,unknown_borrows,1
